,State_x,Week Number,Model_Name,Predicted,key,State_y,Week_number,Covid Count,Label_Actual
73,Arkansas,432,US-Flu\PSI-DICE,Inc,Arkansas_432,Arkansas,432,165.0,Inc
74,Arkansas,432,US-Flu\SGroup-RandomForest,Dec,Arkansas_432,Arkansas,432,165.0,Inc
75,Arkansas,432,US-Flu\SigSci-CREG,Dec,Arkansas_432,Arkansas,432,165.0,Inc
76,Arkansas,432,US-Flu\SigSci-TSENS,Peak,Arkansas_432,Arkansas,432,165.0,Inc
77,Arkansas,432,US-Flu\UGA_flucast-OKeeffe,Peak,Arkansas_432,Arkansas,432,165.0,Inc
78,Arkansas,432,US-Flu\UMass-trends_ensemble,Inc,Arkansas_432,Arkansas,432,165.0,Inc
79,Arkansas,432,US-Flu\UVAFluX-Ensemble,Inc,Arkansas_432,Arkansas,432,165.0,Inc
80,Arkansas,432,US-Flu\VTSanghani-ExogModel,Peak,Arkansas_432,Arkansas,432,165.0,Inc
81,California,432,US-Flu\CEPH-Rtrend_fluH,Inc,California_432,California,432,717.6666666666666,Inc
82,California,432,US-Flu\CMU-TimeSeries,Inc,California_432,California,432,717.6666666666666,Inc
83,California,432,US-Flu\CU-ensemble,Peak,California_432,California,432,717.6666666666666,Inc
84,California,432,US-Flu\Flusight-baseline,Inc,California_432,California,432,717.6666666666666,Inc
85,California,432,US-Flu\Flusight-ensemble,Inc,California_432,California,432,717.6666666666666,Inc
86,California,432,US-Flu\GT-FluFNP,Inc,California_432,California,432,717.6666666666666,Inc
87,California,432,US-Flu\ISU_NiemiLab-Flu,Inc,California_432,California,432,717.6666666666666,Inc
88,California,432,US-Flu\JHU_IDD-CovidSP,Peak,California_432,California,432,717.6666666666666,Inc
89,California,432,US-Flu\LUcompUncertLab-humanjudgment,Peak,California_432,California,432,717.6666666666666,Inc
90,California,432,US-Flu\LUcompUncertLab-HWAR2,Inc,California_432,California,432,717.6666666666666,Inc
91,California,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,California_432,California,432,717.6666666666666,Inc
92,California,432,US-Flu\MIGHTE-Nsemble,Inc,California_432,California,432,717.6666666666666,Inc
93,California,432,US-Flu\MOBS-GLEAM_FLUH,Inc,California_432,California,432,717.6666666666666,Inc
94,California,432,US-Flu\NIH-Flu_ARIMA,Inc,California_432,California,432,717.6666666666666,Inc
95,California,432,US-Flu\PSI-DICE,Inc,California_432,California,432,717.6666666666666,Inc
96,California,432,US-Flu\SGroup-RandomForest,Dec,California_432,California,432,717.6666666666666,Inc
97,California,432,US-Flu\SigSci-TSENS,Peak,California_432,California,432,717.6666666666666,Inc
98,California,432,US-Flu\UGA_flucast-OKeeffe,Peak,California_432,California,432,717.6666666666666,Inc
99,California,432,US-Flu\UMass-trends_ensemble,Inc,California_432,California,432,717.6666666666666,Inc
100,California,432,US-Flu\UVAFluX-Ensemble,Peak,California_432,California,432,717.6666666666666,Inc
101,California,432,US-Flu\VTSanghani-ExogModel,Dec,California_432,California,432,717.6666666666666,Inc
102,Colorado,432,US-Flu\CEPH-Rtrend_fluH,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
103,Colorado,432,US-Flu\CMU-TimeSeries,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
104,Colorado,432,US-Flu\CU-ensemble,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
105,Colorado,432,US-Flu\Flusight-baseline,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
106,Colorado,432,US-Flu\Flusight-ensemble,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
107,Colorado,432,US-Flu\GT-FluFNP,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
108,Colorado,432,US-Flu\ISU_NiemiLab-Flu,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
109,Colorado,432,US-Flu\JHU_IDD-CovidSP,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
110,Colorado,432,US-Flu\LUcompUncertLab-humanjudgment,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
111,Colorado,432,US-Flu\LUcompUncertLab-HWAR2,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
112,Colorado,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
113,Colorado,432,US-Flu\MIGHTE-Nsemble,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
114,Colorado,432,US-Flu\MOBS-GLEAM_FLUH,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
115,Colorado,432,US-Flu\NIH-Flu_ARIMA,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
116,Colorado,432,US-Flu\PSI-DICE,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
117,Colorado,432,US-Flu\SGroup-RandomForest,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
118,Colorado,432,US-Flu\SigSci-CREG,Flat,Colorado_432,Colorado,432,51.333333333333336,Inc
119,Colorado,432,US-Flu\SigSci-TSENS,Flat,Colorado_432,Colorado,432,51.333333333333336,Inc
120,Colorado,432,US-Flu\UGA_flucast-OKeeffe,Flat,Colorado_432,Colorado,432,51.333333333333336,Inc
121,Colorado,432,US-Flu\UMass-trends_ensemble,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
122,Colorado,432,US-Flu\UVAFluX-Ensemble,Inc,Colorado_432,Colorado,432,51.333333333333336,Inc
123,Colorado,432,US-Flu\VTSanghani-ExogModel,Dec,Colorado_432,Colorado,432,51.333333333333336,Inc
124,Connecticut,432,US-Flu\CEPH-Rtrend_fluH,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
125,Connecticut,432,US-Flu\CMU-TimeSeries,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
126,Connecticut,432,US-Flu\CU-ensemble,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
127,Connecticut,432,US-Flu\Flusight-baseline,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
128,Connecticut,432,US-Flu\Flusight-ensemble,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
129,Connecticut,432,US-Flu\GT-FluFNP,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
130,Connecticut,432,US-Flu\ISU_NiemiLab-Flu,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
131,Connecticut,432,US-Flu\JHU_IDD-CovidSP,Peak,Connecticut_432,Connecticut,432,58.666666666666664,Inc
132,Connecticut,432,US-Flu\LUcompUncertLab-humanjudgment,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
133,Connecticut,432,US-Flu\LUcompUncertLab-HWAR2,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
134,Connecticut,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
135,Connecticut,432,US-Flu\MIGHTE-Nsemble,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
136,Connecticut,432,US-Flu\MOBS-GLEAM_FLUH,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
137,Connecticut,432,US-Flu\NIH-Flu_ARIMA,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
138,Connecticut,432,US-Flu\PSI-DICE,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
139,Connecticut,432,US-Flu\SGroup-RandomForest,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
140,Connecticut,432,US-Flu\SigSci-TSENS,Dec,Connecticut_432,Connecticut,432,58.666666666666664,Inc
141,Connecticut,432,US-Flu\UGA_flucast-OKeeffe,Peak,Connecticut_432,Connecticut,432,58.666666666666664,Inc
142,Connecticut,432,US-Flu\UMass-trends_ensemble,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
143,Connecticut,432,US-Flu\UVAFluX-Ensemble,Inc,Connecticut_432,Connecticut,432,58.666666666666664,Inc
144,Connecticut,432,US-Flu\VTSanghani-ExogModel,Dec,Connecticut_432,Connecticut,432,58.666666666666664,Inc
145,Delaware,432,US-Flu\CEPH-Rtrend_fluH,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
146,Delaware,432,US-Flu\CMU-TimeSeries,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
147,Delaware,432,US-Flu\CU-ensemble,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
148,Delaware,432,US-Flu\Flusight-baseline,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
149,Delaware,432,US-Flu\Flusight-ensemble,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
150,Delaware,432,US-Flu\GT-FluFNP,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
151,Delaware,432,US-Flu\ISU_NiemiLab-Flu,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
152,Delaware,432,US-Flu\JHU_IDD-CovidSP,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
153,Delaware,432,US-Flu\LUcompUncertLab-humanjudgment,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
154,Delaware,432,US-Flu\LUcompUncertLab-HWAR2,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
155,Delaware,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
156,Delaware,432,US-Flu\MIGHTE-Nsemble,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
157,Delaware,432,US-Flu\MOBS-GLEAM_FLUH,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
158,Delaware,432,US-Flu\PSI-DICE,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
159,Delaware,432,US-Flu\SGroup-RandomForest,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
160,Delaware,432,US-Flu\SigSci-TSENS,Dec,Delaware_432,Delaware,432,15.666666666666666,Inc
161,Delaware,432,US-Flu\UGA_flucast-OKeeffe,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
162,Delaware,432,US-Flu\UMass-trends_ensemble,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
163,Delaware,432,US-Flu\UVAFluX-Ensemble,Inc,Delaware_432,Delaware,432,15.666666666666666,Inc
164,Delaware,432,US-Flu\VTSanghani-ExogModel,Dec,Delaware_432,Delaware,432,15.666666666666666,Inc
165,District of Columbia,432,US-Flu\CEPH-Rtrend_fluH,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
166,District of Columbia,432,US-Flu\CMU-TimeSeries,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
167,District of Columbia,432,US-Flu\CU-ensemble,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
168,District of Columbia,432,US-Flu\Flusight-baseline,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
169,District of Columbia,432,US-Flu\Flusight-ensemble,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
170,District of Columbia,432,US-Flu\GT-FluFNP,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
171,District of Columbia,432,US-Flu\ISU_NiemiLab-Flu,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
172,District of Columbia,432,US-Flu\JHU_IDD-CovidSP,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
173,District of Columbia,432,US-Flu\LUcompUncertLab-humanjudgment,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
174,District of Columbia,432,US-Flu\LUcompUncertLab-HWAR2,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
175,District of Columbia,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
176,District of Columbia,432,US-Flu\MIGHTE-Nsemble,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
177,District of Columbia,432,US-Flu\MOBS-GLEAM_FLUH,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
178,District of Columbia,432,US-Flu\PSI-DICE,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
179,District of Columbia,432,US-Flu\SGroup-RandomForest,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
180,District of Columbia,432,US-Flu\UGA_flucast-OKeeffe,Dec,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
181,District of Columbia,432,US-Flu\UMass-trends_ensemble,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
182,District of Columbia,432,US-Flu\UVAFluX-Ensemble,Inc,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
183,District of Columbia,432,US-Flu\VTSanghani-ExogModel,Dec,District of Columbia_432,District of Columbia,432,34.666666666666664,Inc
184,Florida,432,US-Flu\CEPH-Rtrend_fluH,Inc,Florida_432,Florida,432,388.0,Inc
185,Florida,432,US-Flu\CMU-TimeSeries,Inc,Florida_432,Florida,432,388.0,Inc
186,Florida,432,US-Flu\CU-ensemble,Inc,Florida_432,Florida,432,388.0,Inc
187,Florida,432,US-Flu\Flusight-baseline,Inc,Florida_432,Florida,432,388.0,Inc
188,Florida,432,US-Flu\Flusight-ensemble,Inc,Florida_432,Florida,432,388.0,Inc
189,Florida,432,US-Flu\GT-FluFNP,Inc,Florida_432,Florida,432,388.0,Inc
190,Florida,432,US-Flu\ISU_NiemiLab-Flu,Inc,Florida_432,Florida,432,388.0,Inc
191,Florida,432,US-Flu\JHU_IDD-CovidSP,Peak,Florida_432,Florida,432,388.0,Inc
192,Florida,432,US-Flu\LUcompUncertLab-humanjudgment,Peak,Florida_432,Florida,432,388.0,Inc
193,Florida,432,US-Flu\LUcompUncertLab-HWAR2,Inc,Florida_432,Florida,432,388.0,Inc
194,Florida,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,Florida_432,Florida,432,388.0,Inc
195,Florida,432,US-Flu\MIGHTE-Nsemble,Inc,Florida_432,Florida,432,388.0,Inc
196,Florida,432,US-Flu\MOBS-GLEAM_FLUH,Inc,Florida_432,Florida,432,388.0,Inc
197,Florida,432,US-Flu\PSI-DICE,Inc,Florida_432,Florida,432,388.0,Inc
198,Florida,432,US-Flu\SGroup-RandomForest,Dec,Florida_432,Florida,432,388.0,Inc
199,Florida,432,US-Flu\SigSci-TSENS,Dec,Florida_432,Florida,432,388.0,Inc
200,Florida,432,US-Flu\UGA_flucast-OKeeffe,Peak,Florida_432,Florida,432,388.0,Inc
201,Florida,432,US-Flu\UMass-trends_ensemble,Inc,Florida_432,Florida,432,388.0,Inc
202,Florida,432,US-Flu\UVAFluX-Ensemble,Inc,Florida_432,Florida,432,388.0,Inc
203,Florida,432,US-Flu\VTSanghani-ExogModel,Dec,Florida_432,Florida,432,388.0,Inc
204,Georgia,432,US-Flu\CEPH-Rtrend_fluH,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
205,Georgia,432,US-Flu\CMU-TimeSeries,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
206,Georgia,432,US-Flu\CU-ensemble,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
207,Georgia,432,US-Flu\Flusight-baseline,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
208,Georgia,432,US-Flu\Flusight-ensemble,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
209,Georgia,432,US-Flu\GT-FluFNP,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
210,Georgia,432,US-Flu\ISU_NiemiLab-Flu,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
211,Georgia,432,US-Flu\JHU_IDD-CovidSP,Peak,Georgia_432,Georgia,432,215.66666666666666,Inc
212,Georgia,432,US-Flu\LUcompUncertLab-humanjudgment,Peak,Georgia_432,Georgia,432,215.66666666666666,Inc
213,Georgia,432,US-Flu\LUcompUncertLab-HWAR2,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
214,Georgia,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
215,Georgia,432,US-Flu\MIGHTE-Nsemble,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
216,Georgia,432,US-Flu\MOBS-GLEAM_FLUH,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
217,Georgia,432,US-Flu\NIH-Flu_ARIMA,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
218,Georgia,432,US-Flu\PSI-DICE,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
219,Georgia,432,US-Flu\SGroup-RandomForest,Dec,Georgia_432,Georgia,432,215.66666666666666,Inc
220,Georgia,432,US-Flu\SigSci-TSENS,Dec,Georgia_432,Georgia,432,215.66666666666666,Inc
221,Georgia,432,US-Flu\UGA_flucast-OKeeffe,Peak,Georgia_432,Georgia,432,215.66666666666666,Inc
222,Georgia,432,US-Flu\UMass-trends_ensemble,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
223,Georgia,432,US-Flu\UVAFluX-Ensemble,Inc,Georgia_432,Georgia,432,215.66666666666666,Inc
224,Georgia,432,US-Flu\VTSanghani-ExogModel,Peak,Georgia_432,Georgia,432,215.66666666666666,Inc
225,Hawaii,432,US-Flu\CEPH-Rtrend_fluH,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
226,Hawaii,432,US-Flu\CMU-TimeSeries,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
227,Hawaii,432,US-Flu\CU-ensemble,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
228,Hawaii,432,US-Flu\Flusight-baseline,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
229,Hawaii,432,US-Flu\Flusight-ensemble,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
230,Hawaii,432,US-Flu\ISU_NiemiLab-Flu,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
231,Hawaii,432,US-Flu\JHU_IDD-CovidSP,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
232,Hawaii,432,US-Flu\LUcompUncertLab-humanjudgment,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
233,Hawaii,432,US-Flu\LUcompUncertLab-HWAR2,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
234,Hawaii,432,US-Flu\LUcompUncertLab-KalmanFilter,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
235,Hawaii,432,US-Flu\MIGHTE-Nsemble,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
236,Hawaii,432,US-Flu\PSI-DICE,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
237,Hawaii,432,US-Flu\SGroup-RandomForest,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
238,Hawaii,432,US-Flu\SigSci-CREG,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
239,Hawaii,432,US-Flu\SigSci-TSENS,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
240,Hawaii,432,US-Flu\UGA_flucast-OKeeffe,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
241,Hawaii,432,US-Flu\UMass-trends_ensemble,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
242,Hawaii,432,US-Flu\UVAFluX-Ensemble,Inc,Hawaii_432,Hawaii,432,12.666666666666666,Peak
243,Hawaii,432,US-Flu\VTSanghani-ExogModel,Dec,Hawaii_432,Hawaii,432,12.666666666666666,Peak
