,State,Model Name,Mean_Similarity,Count_Similarity,rank
2448,Northern Mariana Islands,FH_SteveMcConnell_CovidComplete,1.0,64,1.0
2447,Northern Mariana Islands,FH_SigSci_TS,1.0,11,1.0
2446,Northern Mariana Islands,FH_RobertWalraven_ESG,1.0,72,1.0
2678,Pennsylvania,FH_Columbia_UNC_SurvCon,0.9060833333333332,24,1.0
2445,Northern Mariana Islands,FH_RPI_UW_Mob_Collision,1.0,34,1.0
2444,Northern Mariana Islands,FH_PSI_DRAFT,1.0,71,1.0
2443,Northern Mariana Islands,FH_OliverWyman_Navigator,1.0,51,1.0
3567,West Virginia,YYG_ParamSearch,0.6219571428571429,14,1.0
2450,Northern Mariana Islands,FH_UA_EpiCovDA,1.0,54,1.0
2430,Northern Mariana Islands,FH_JHU_IDD_CovidSP,1.0,64,1.0
1797,Missouri,FH_SigSci_TS,0.8085909090909091,11,1.0
757,Georgia,FH_SigSci_TS,0.9808181818181818,11,1.0
3280,Vermont,FH_MITCovAlliance_SIR,0.8066388888888889,18,1.0
2432,Northern Mariana Islands,FH_Karlen_pypm,1.0,70,1.0
2651,Oregon,FH_USACE_ERDC_SEIR,0.8034833333333333,18,1.0
2433,Northern Mariana Islands,FH_LANL_GrowthRate,1.0,63,1.0
2442,Northern Mariana Islands,FH_NotreDame_mobility,1.0,11,1.0
2441,Northern Mariana Islands,FH_Microsoft_DeepSTIA,1.0,45,1.0
2434,Northern Mariana Islands,FH_LNQ_ens1,1.0,45,1.0
2435,Northern Mariana Islands,FH_MITCovAlliance_SIR,1.0,18,1.0
2440,Northern Mariana Islands,FH_MUNI_ARIMA,1.0,27,1.0
2436,Northern Mariana Islands,FH_MIT_Cassandra,1.0,25,1.0
2437,Northern Mariana Islands,FH_MIT_CritData_GBCF,1.0,57,1.0
2431,Northern Mariana Islands,FH_KITmetricslab_select_ensemble,1.0,25,1.0
2428,Northern Mariana Islands,FH_JHUAPL_Bucky,1.0,62,1.0
849,Hawaii,FH_COVIDhub_4_week_ensemble,0.7640454545454546,11,1.0
1857,Montana,FH_NotreDame_mobility,0.7793181818181818,11,1.0
194,American Samoa,ensemble_SIkJa_RF,1.0,30,1.0
2421,Northern Mariana Islands,FH_DDS_NBDS,1.0,64,1.0
367,California,FH_SigSci_TS,0.9694454545454545,11,1.0
2463,Northern Mariana Islands,SIkJaun1_hyper7_smooth7,1.0,31,1.0
2462,Northern Mariana Islands,SIkJaun1_hyper7,1.0,31,1.0
2461,Northern Mariana Islands,SIkJaun10_window_noval,1.0,31,1.0
2460,Northern Mariana Islands,SIkJaun10_hyper7_smooth7,1.0,31,1.0
961,Idaho,FH_USACE_ERDC_SEIR,0.8704,18,1.0
2459,Northern Mariana Islands,SIkJaun10_hyper7,1.0,31,1.0
3611,Wisconsin,FH_SigSci_TS,0.9397090909090909,11,1.0
2228,New York,FH_Google_Harvard_CPF,0.731375,52,1.0
217,Arizona,FH_JCB_PRM,0.8567347826086956,23,1.0
1651,Minnesota,FH_KITmetricslab_select_ensemble,0.8313320000000001,25,1.0
2422,Northern Mariana Islands,FH_GT_DeepCOVID,1.0,68,1.0
2423,Northern Mariana Islands,FH_Google_Harvard_CPF,1.0,52,1.0
2424,Northern Mariana Islands,FH_IEM_MED_CovidProject,1.0,35,1.0
2457,Northern Mariana Islands,FH_UT_Mobility,1.0,27,1.0
2456,Northern Mariana Islands,FH_USACE_ERDC_SEIR,1.0,18,1.0
2736,Puerto Rico,FH_COVIDhub_trained_ensemble,0.8255821428571428,28,1.0
2455,Northern Mariana Islands,FH_UMich_RidgeTfReg,1.0,55,1.0
2425,Northern Mariana Islands,FH_IHME_CurveFit,1.0,44,1.0
2454,Northern Mariana Islands,FH_UMass_MechBayes,1.0,72,1.0
2426,Northern Mariana Islands,FH_IowaStateLW_STEM,1.0,40,1.0
1694,Mississippi,FH_COVIDhub_4_week_ensemble,0.9918636363636364,11,1.0
2427,Northern Mariana Islands,FH_JCB_PRM,1.0,23,1.0
2453,Northern Mariana Islands,FH_UCSD_NEU_DeepGLEAM,1.0,61,1.0
2452,Northern Mariana Islands,FH_UCSB_ACTS,1.0,12,1.0
3227,Utah,FH_SigSci_TS,0.9634727272727273,11,1.0
2451,Northern Mariana Islands,FH_UCLA_SuEIR,1.0,49,1.0
2420,Northern Mariana Islands,FH_CovidAnalytics_DELPHI,1.0,58,1.0
2464,Northern Mariana Islands,SIkJaun1_window_noval,1.0,31,1.0
2439,Northern Mariana Islands,FH_MOBS_GLEAM_COVID,1.0,72,1.0
2419,Northern Mariana Islands,FH_Covid19Sim_Simulator,1.0,52,1.0
597,District of Columbia,FH_Caltech_CS156,0.7536050000000001,20,1.0
2466,Northern Mariana Islands,UMich_RidgeTfReg,1.0,14,1.0
2467,Northern Mariana Islands,USC_SI_kJalpha,1.0,72,1.0
1507,Massachusetts,FH_Caltech_CS156,0.741775,20,1.0
2468,Northern Mariana Islands,YYG_ParamSearch,1.0,14,1.0
2469,Northern Mariana Islands,ensemble_SIkJa_RF,1.0,30,1.0
73,Alaska,FH_CU_scenario_high,0.5478425,40,1.0
1111,Iowa,FH_COVIDhub_trained_ensemble,0.7229821428571429,28,1.0
1943,Nebraska,SIkJaun1_hyper7_smooth7,0.679341935483871,31,1.0
2395,North Dakota,SIkJaun10_hyper7_smooth7,0.9272451612903225,31,1.0
2855,Rhode Island,SIkJaun_Ensemble_NN,0.728621052631579,19,1.0
3378,Virginia,FH_COVIDhub_4_week_ensemble,0.9425181818181817,11,1.0
2106,New Jersey,FH_KITmetricslab_select_ensemble,0.7878999999999999,25,1.0
3037,Tennessee,FH_UCSB_ACTS,0.8263083333333333,12,1.0
3097,Texas,FH_SigSci_TS,0.9127090909090909,11,1.0
403,Colorado,FH_Columbia_UNC_SurvCon,0.8995625,24,1.0
47,Alabama,FH_UCSB_ACTS,0.93405,12,1.0
2476,Ohio,FH_COVIDhub_trained_ensemble,0.7719857142857143,28,1.0
2001,Nevada,FH_USACE_ERDC_SEIR,0.9603222222222221,18,1.0
1407,Maine,FH_SigSci_TS,0.5293,11,1.0
524,Delaware,FH_COVIDhub_4_week_ensemble,0.7094545454545454,11,1.0
3685,Wyoming,FH_USACE_ERDC_SEIR,0.5888222222222222,18,1.0
3481,Washington,FH_SigSci_TS,0.8134727272727272,11,1.0
2028,New Hampshire,FH_Columbia_UNC_SurvCon,0.7219083333333334,24,1.0
1228,Kansas,SIkJaun1_hyper7_smooth7,0.5974225806451613,31,1.0
2907,South Carolina,FH_UCSB_ACTS,0.8741,12,1.0
2937,South Dakota,FH_Caltech_CS156,0.8487450000000001,20,1.0
1282,Kentucky,FH_UCSB_ACTS,0.70985,12,1.0
467,Connecticut,FH_Caltech_CS156,0.723095,20,1.0
1304,Louisiana,FH_COVIDhub_4_week_ensemble,0.9943818181818181,11,1.0
2557,Oklahoma,FH_JCB_PRM,0.9839956521739132,23,1.0
2281,North Carolina,FH_COVIDhub_trained_ensemble,0.8923392857142858,28,1.0
1434,Maryland,FH_COVIDhub_4_week_ensemble,0.761609090909091,11,1.0
3362,Virgin Islands,FH_UCSB_ACTS,0.9602583333333333,12,1.0
1026,Illinois,FH_USACE_ERDC_SEIR,0.9523277777777778,18,1.0
2412,Northern Mariana Islands,FH_CU_nochange,1.0,55,1.0
3126,United States,FH_COVIDhub_trained_ensemble,0.7928785714285714,28,1.0
2414,Northern Mariana Islands,FH_CU_scenario_low,1.0,55,1.0
2416,Northern Mariana Islands,FH_CU_select,1.0,68,1.0
2411,Northern Mariana Islands,FH_COVIDhub_trained_ensemble,1.0,28,1.0
2417,Northern Mariana Islands,FH_Caltech_CS156,1.0,20,1.0
2410,Northern Mariana Islands,FH_COVIDhub_ensemble,1.0,67,1.0
2409,Northern Mariana Islands,FH_COVIDhub_4_week_ensemble,1.0,11,1.0
2418,Northern Mariana Islands,FH_Columbia_UNC_SurvCon,1.0,24,1.0
2408,Northern Mariana Islands,FH_CMU_TimeSeries,1.0,51,1.0
2407,Northern Mariana Islands,FH_CEID_Walk,1.0,60,1.0
1569,Michigan,FH_CU_scenario_low,0.8922909090909091,55,1.0
2413,Northern Mariana Islands,FH_CU_scenario_high,1.0,40,1.0
2406,Northern Mariana Islands,FH_BPagano_RtDriven,1.0,59,1.0
2465,Northern Mariana Islands,SIkJaun_Ensemble_NN,1.0,19,1.0
1052,Indiana,FH_Caltech_CS156,0.8118650000000001,20,1.0
2405,Northern Mariana Islands,FH_AIpert_pwllnod,1.0,44,1.0
2415,Northern Mariana Islands,FH_CU_scenario_mid,1.0,54,1.0
1392,Maine,FH_Karlen_pypm,0.4604785714285714,70,2.0
1972,Nevada,FH_JCB_PRM,0.9581217391304347,23,2.0
835,Guam,SIkJaun10_hyper7_smooth7,0.8209129032258065,31,2.0
3311,Vermont,UMich_RidgeTfReg,0.7778214285714286,14,2.0
896,Hawaii,FH_USACE_ERDC_SEIR,0.6957833333333334,18,2.0
2201,New Mexico,SIkJaun10_window_noval,0.8149419354838711,31,2.0
2985,South Dakota,SIkJaun_Ensemble_NN,0.7634105263157894,19,2.0
546,Delaware,FH_KITmetricslab_select_ensemble,0.549084,25,2.0
2734,Puerto Rico,FH_COVIDhub_4_week_ensemble,0.8164363636363636,11,2.0
42,Alabama,FH_SigSci_TS,0.8653181818181818,11,2.0
2218,New York,FH_CU_scenario_high,0.7284975,40,2.0
2140,New Jersey,SIkJaun_Ensemble_NN,0.7217578947368422,19,2.0
3400,Virginia,FH_KITmetricslab_select_ensemble,0.936952,25,2.0
2702,Pennsylvania,FH_NotreDame_mobility,0.790109090909091,11,2.0
2533,Ohio,YYG_ParamSearch,0.7277071428571428,14,2.0
1567,Michigan,FH_CU_nochange,0.8806545454545455,55,2.0
2279,North Carolina,FH_COVIDhub_4_week_ensemble,0.7345272727272728,11,2.0
1212,Kansas,FH_SigSci_TS,0.4809545454545454,11,2.0
237,Arizona,FH_SigSci_TS,0.8292727272727273,11,2.0
416,Colorado,FH_KITmetricslab_select_ensemble,0.8016599999999999,25,2.0
1862,Montana,FH_SigSci_TS,0.5185181818181818,11,2.0
2458,Northern Mariana Islands,FH_epiforecasts_ensemble1,0.9994160714285715,56,2.0
3132,United States,FH_Caltech_CS156,0.78262,20,2.0
3236,Utah,FH_USACE_ERDC_SEIR,0.6544277777777778,18,2.0
3443,Washington,FH_COVIDhub_4_week_ensemble,0.7505,11,2.0
1712,Mississippi,FH_JCB_PRM,0.8613260869565218,23,2.0
3327,Virgin Islands,FH_Caltech_CS156,0.884465,20,2.0
3689,Wyoming,SIkJaun10_hyper7_smooth7,0.5526548387096775,31,2.0
3579,Wisconsin,FH_CU_scenario_mid,0.8155296296296297,54,2.0
92,Alaska,FH_Karlen_pypm,0.5342071428571429,70,2.0
719,Georgia,FH_COVIDhub_4_week_ensemble,0.9478272727272727,11,2.0
1247,Kentucky,FH_Caltech_CS156,0.68297,20,2.0
1053,Indiana,FH_Columbia_UNC_SurvCon,0.7973791666666666,24,2.0
2064,New Hampshire,FH_UMass_MechBayes,0.6464333333333333,72,2.0
598,District of Columbia,FH_Columbia_UNC_SurvCon,0.6786125,24,2.0
2832,Rhode Island,FH_NotreDame_mobility,0.6793181818181818,11,2.0
1806,Missouri,FH_USACE_ERDC_SEIR,0.7083555555555556,18,2.0
302,Arkansas,FH_SigSci_TS,0.5459363636363637,11,2.0
1940,Nebraska,SIkJaun10_hyper7_smooth7,0.6192,31,2.0
381,California,SIkJaun10_window_noval,0.8797806451612903,31,2.0
3559,West Virginia,SIkJaun10_hyper7_smooth7,0.5430129032258065,31,2.0
2642,Oregon,FH_SigSci_TS,0.5059818181818182,11,2.0
1629,Minnesota,FH_COVIDhub_4_week_ensemble,0.7606545454545455,11,2.0
1467,Maryland,FH_NotreDame_mobility,0.7383181818181818,11,2.0
1131,Iowa,FH_KITmetricslab_select_ensemble,0.660124,25,2.0
3118,Texas,YYG_ParamSearch,0.8715928571428571,14,2.0
2593,Oklahoma,SIkJaun1_hyper7_smooth7,0.8024903225806451,31,2.0
2394,North Dakota,SIkJaun10_hyper7,0.9248258064516128,31,2.0
964,Idaho,SIkJaun10_hyper7,0.8099451612903226,31,2.0
3003,Tennessee,FH_Columbia_UNC_SurvCon,0.6679958333333333,24,2.0
1555,Massachusetts,SIkJaun_Ensemble_NN,0.7254421052631579,19,2.0
1363,Louisiana,YYG_ParamSearch,0.9395642857142857,14,2.0
484,Connecticut,FH_LNQ_ens1,0.6614088888888889,45,2.0
2864,South Carolina,FH_COVIDhub_4_week_ensemble,0.8156454545454545,11,2.0
699,Florida,FH_UMass_MechBayes,0.8796375,72,2.0
985,Illinois,FH_CU_scenario_mid,0.9152925925925927,54,2.0
3451,Washington,FH_Caltech_CS156,0.732765,20,3.0
1306,Louisiana,FH_COVIDhub_trained_ensemble,0.7698178571428571,28,3.0
3352,Virgin Islands,FH_NotreDame_mobility,0.802690909090909,11,3.0
3307,Vermont,SIkJaun1_hyper7,0.7447,31,3.0
1815,Missouri,SIkJaun_Ensemble_NN,0.6901684210526315,19,3.0
1573,Michigan,FH_Columbia_UNC_SurvCon,0.8800416666666666,24,3.0
2042,New Hampshire,FH_Karlen_pypm,0.60831,70,3.0
3239,Utah,SIkJaun10_hyper7,0.6088709677419355,31,3.0
2429,Northern Mariana Islands,FH_JHU_CSSE_DECOM,0.9964703703703703,54,3.0
2654,Oregon,SIkJaun10_hyper7,0.49691612903225807,31,3.0
2199,New Mexico,SIkJaun10_hyper7,0.8138548387096775,31,3.0
3564,West Virginia,SIkJaun_Ensemble_NN,0.5388,19,3.0
1225,Kansas,SIkJaun10_hyper7_smooth7,0.47560967741935484,31,3.0
1257,Kentucky,FH_JCB_PRM,0.6745304347826088,23,3.0
6,Alabama,FH_COVIDhub_trained_ensemble,0.8154178571428572,28,3.0
721,Georgia,FH_COVIDhub_trained_ensemble,0.9346035714285714,28,3.0
286,Arkansas,FH_KITmetricslab_select_ensemble,0.5343760000000001,25,3.0
468,Connecticut,FH_Columbia_UNC_SurvCon,0.6591416666666666,24,3.0
1753,Mississippi,YYG_ParamSearch,0.8355214285714286,14,3.0
2508,Ohio,FH_OliverWyman_Navigator,0.7110862745098039,51,3.0
2691,Pennsylvania,FH_KITmetricslab_select_ensemble,0.7794639999999999,25,3.0
2979,South Dakota,SIkJaun10_hyper7,0.7539580645161291,31,3.0
654,Florida,FH_COVIDhub_4_week_ensemble,0.8435636363636363,11,3.0
1846,Montana,FH_KITmetricslab_select_ensemble,0.413792,25,3.0
3168,United States,FH_UCSD_NEU_DeepGLEAM,0.7394868852459017,61,3.0
2866,South Carolina,FH_COVIDhub_trained_ensemble,0.7825928571428572,28,3.0
966,Idaho,SIkJaun10_window_noval,0.7986483870967741,31,3.0
2850,Rhode Island,SIkJaun10_hyper7_smooth7,0.6531161290322581,31,3.0
838,Guam,SIkJaun1_hyper7_smooth7,0.7743548387096774,31,3.0
2779,Puerto Rico,FH_UMass_MechBayes,0.5250486111111111,72,3.0
1898,Nebraska,FH_Columbia_UNC_SurvCon,0.6105333333333333,24,3.0
2562,Oklahoma,FH_Karlen_pypm,0.6578271428571428,70,3.0
645,District of Columbia,SIkJaun_Ensemble_NN,0.5106105263157894,19,3.0
1119,Iowa,FH_Covid19Sim_Simulator,0.6432653846153846,52,3.0
2239,New York,FH_LNQ_ens1,0.6952511111111112,45,3.0
3380,Virginia,FH_COVIDhub_trained_ensemble,0.7790642857142858,28,3.0
986,Illinois,FH_CU_select,0.8967544117647059,68,3.0
2397,North Dakota,SIkJaun1_hyper7,0.8996548387096773,31,3.0
2301,North Carolina,FH_KITmetricslab_select_ensemble,0.729136,25,3.0
1472,Maryland,FH_SigSci_TS,0.6798909090909091,11,3.0
1648,Minnesota,FH_JHUAPL_Bucky,0.7563661290322581,62,3.0
532,Delaware,FH_Caltech_CS156,0.525595,20,3.0
3577,Wisconsin,FH_CU_scenario_high,0.8043025,40,3.0
2013,Nevada,YYG_ParamSearch,0.8650357142857142,14,3.0
91,Alaska,FH_KITmetricslab_select_ensemble,0.47178800000000004,25,3.0
3014,Tennessee,FH_JHU_CSSE_DECOM,0.6466185185185185,54,3.0
1517,Massachusetts,FH_JCB_PRM,0.6437999999999999,23,3.0
246,Arizona,FH_USACE_ERDC_SEIR,0.8121833333333334,18,3.0
388,California,YYG_ParamSearch,0.8680714285714286,14,3.0
396,Colorado,FH_COVIDhub_trained_ensemble,0.7598035714285715,28,3.0
1419,Maine,SIkJaun10_hyper7,0.43845483870967744,31,3.0
3103,Texas,FH_UCSD_NEU_DeepGLEAM,0.8314885245901639,61,3.0
3661,Wyoming,FH_Karlen_pypm,0.5448342857142857,70,3.0
1048,Indiana,FH_CU_scenario_high,0.7353449999999999,40,3.0
2123,New Jersey,FH_SteveMcConnell_CovidComplete,0.714403125,64,3.0
871,Hawaii,FH_KITmetricslab_select_ensemble,0.615032,25,3.0
3369,Virgin Islands,SIkJaun_Ensemble_NN,0.7966368421052631,19,4.0
2582,Oklahoma,FH_UCSB_ACTS,0.6574083333333333,12,4.0
1942,Nebraska,SIkJaun1_hyper7,0.5984612903225807,31,4.0
2107,New Jersey,FH_Karlen_pypm,0.6732242857142857,70,4.0
479,Connecticut,FH_JHU_CSSE_DECOM,0.616962962962963,54,4.0
2038,New Hampshire,FH_JHUAPL_Bucky,0.569208064516129,62,4.0
571,Delaware,FH_USACE_ERDC_SEIR,0.51485,18,4.0
3309,Vermont,SIkJaun1_window_noval,0.740916129032258,31,4.0
1878,Montana,SIkJaun1_hyper7_smooth7,0.30779354838709677,31,4.0
3398,Virginia,FH_JHU_CSSE_DECOM,0.7706185185185185,54,4.0
710,Florida,SIkJaun_Ensemble_NN,0.8392263157894737,19,4.0
2010,Nevada,SIkJaun_Ensemble_NN,0.8192526315789473,19,4.0
337,California,FH_Caltech_CS156,0.860375,20,4.0
3500,Washington,UMich_RidgeTfReg,0.7014642857142857,14,4.0
612,District of Columbia,FH_Karlen_pypm,0.5044057142857142,70,4.0
2608,Oregon,FH_CU_scenario_high,0.47436749999999994,40,4.0
2483,Ohio,FH_Columbia_UNC_SurvCon,0.7075,24,4.0
2873,South Carolina,FH_Columbia_UNC_SurvCon,0.7511666666666666,24,4.0
1428,Maine,YYG_ParamSearch,0.4274142857142857,14,4.0
2710,Pennsylvania,FH_UA_EpiCovDA,0.7793240740740741,54,4.0
1183,Kansas,FH_Columbia_UNC_SurvCon,0.46036666666666665,24,4.0
1568,Michigan,FH_CU_scenario_high,0.866585,40,4.0
872,Hawaii,FH_Karlen_pypm,0.56864,70,4.0
1703,Mississippi,FH_Columbia_UNC_SurvCon,0.8044541666666666,24,4.0
48,Alabama,FH_UCSD_NEU_DeepGLEAM,0.8017639344262295,61,4.0
1681,Minnesota,SIkJaun10_window_noval,0.7342580645161291,31,4.0
1439,Maryland,FH_CU_scenario_low,0.5555981818181818,55,4.0
914,Idaho,FH_COVIDhub_4_week_ensemble,0.7965818181818182,11,4.0
2323,North Carolina,FH_UCSD_NEU_DeepGLEAM,0.7257147540983606,61,4.0
450,Colorado,SIkJaun_Ensemble_NN,0.7102157894736841,19,4.0
1117,Iowa,FH_Caltech_CS156,0.6151099999999999,20,4.0
2759,Puerto Rico,FH_LNQ_ens1,0.48638666666666663,45,4.0
2234,New York,FH_JHU_CSSE_DECOM,0.6664277777777777,54,4.0
75,Alaska,FH_CU_scenario_mid,0.43248518518518514,54,4.0
2846,Rhode Island,FH_USACE_ERDC_SEIR,0.5826611111111111,18,4.0
3077,Texas,FH_JCB_PRM,0.830704347826087,23,4.0
984,Illinois,FH_CU_scenario_low,0.8726181818181818,55,4.0
1508,Massachusetts,FH_Columbia_UNC_SurvCon,0.6254666666666667,24,4.0
1047,Indiana,FH_CU_nochange,0.7330836363636364,55,4.0
3134,United States,FH_Covid19Sim_Simulator,0.7215384615384616,52,4.0
2396,North Dakota,SIkJaun10_window_noval,0.8658,31,4.0
3024,Tennessee,FH_MOBS_GLEAM_COVID,0.6325611111111111,72,4.0
741,Georgia,FH_KITmetricslab_select_ensemble,0.847052,25,4.0
2187,New Mexico,FH_SigSci_TS,0.7466181818181817,11,4.0
258,Arizona,YYG_ParamSearch,0.7892142857142856,14,4.0
1775,Missouri,FH_IHME_CurveFit,0.684275,44,4.0
1305,Louisiana,FH_COVIDhub_ensemble,0.6930776119402985,67,4.0
3576,Wisconsin,FH_CU_nochange,0.7888563636363636,55,4.0
837,Guam,SIkJaun1_hyper7,0.7735741935483871,31,4.0
3241,Utah,SIkJaun10_window_noval,0.6070096774193549,31,4.0
2980,South Dakota,SIkJaun10_hyper7_smooth7,0.7534548387096774,31,4.0
284,Arkansas,FH_JHU_CSSE_DECOM,0.4936,54,4.0
1298,Kentucky,YYG_ParamSearch,0.5786785714285714,14,4.0
3688,Wyoming,SIkJaun10_hyper7,0.5199645161290323,31,4.0
3568,West Virginia,ensemble_SIkJa_RF,0.5262633333333333,30,4.0
394,Colorado,FH_COVIDhub_4_week_ensemble,0.7056545454545454,11,5.0
2962,South Dakota,FH_NotreDame_mobility,0.728890909090909,11,5.0
2849,Rhode Island,SIkJaun10_hyper7,0.5338870967741935,31,5.0
3676,Wyoming,FH_SigSci_TS,0.499,11,5.0
1513,Massachusetts,FH_Google_Harvard_CPF,0.6167557692307692,52,5.0
2282,North Carolina,FH_CU_nochange,0.7181781818181818,55,5.0
2504,Ohio,FH_MOBS_GLEAM_COVID,0.6955902777777778,72,5.0
1046,Indiana,FH_COVIDhub_trained_ensemble,0.7267214285714285,28,5.0
2399,North Dakota,SIkJaun1_window_noval,0.8500935483870968,31,5.0
1338,Louisiana,FH_OliverWyman_Navigator,0.6860117647058824,51,5.0
1945,Nebraska,SIkJaun_Ensemble_NN,0.5951210526315789,19,5.0
1414,Maine,FH_UMass_MechBayes,0.4218861111111111,72,5.0
3061,Texas,FH_COVIDhub_trained_ensemble,0.8133964285714285,28,5.0
1255,Kentucky,FH_IHME_CurveFit,0.47780681818181814,44,5.0
1147,Iowa,FH_SigSci_TS,0.6030727272727273,11,5.0
485,Connecticut,FH_MITCovAlliance_SIR,0.6124222222222222,18,5.0
24,Alabama,FH_JHU_CSSE_DECOM,0.7919240740740741,54,5.0
568,Delaware,FH_UCSD_NEU_DeepGLEAM,0.5108901639344262,61,5.0
3386,Virginia,FH_Caltech_CS156,0.6668149999999999,20,5.0
1436,Maryland,FH_COVIDhub_trained_ensemble,0.5534892857142857,28,5.0
3004,Tennessee,FH_Covid19Sim_Simulator,0.6168576923076923,52,5.0
2086,New Jersey,FH_COVIDhub_trained_ensemble,0.6631571428571429,28,5.0
1208,Kansas,FH_OliverWyman_Navigator,0.4458450980392157,51,5.0
1992,Nevada,FH_SigSci_TS,0.8047909090909091,11,5.0
2886,South Carolina,FH_KITmetricslab_select_ensemble,0.718832,25,5.0
2075,New Hampshire,SIkJaun_Ensemble_NN,0.5643736842105264,19,5.0
3558,West Virginia,SIkJaun10_hyper7,0.5156967741935483,31,5.0
1652,Minnesota,FH_Karlen_pypm,0.69979,70,5.0
616,District of Columbia,FH_MIT_Cassandra,0.42904800000000004,25,5.0
