,True Label,Model Name,Mean_Score,rank
32,Flat,US-Flu\IEM_Health-FluProject,0.6584738693467337,6.0
44,Flat,US-Flu\SigSci-CREG,0.640389175257732,7.0
48,Flat,US-Flu\UVAFluX-Ensemble,0.6287380710659899,8.0
45,Flat,US-Flu\SigSci-TSENS,0.6005005076142131,9.0
27,Flat,US-Flu\CU-ensemble,0.5961905405405405,10.0
37,Flat,US-Flu\LUcompUncertLab-VAR2_plusCOVID,0.5822079439252337,11.0
43,Flat,US-Flu\SGroup-SIkJalpha,0.5595270270270271,12.0
40,Flat,US-Flu\MOBS-GLEAM_FLUH,0.532573125,13.0
39,Flat,US-Flu\LosAlamos_NAU-CModel_Flu,0.48631891891891893,14.0
49,Flat,US-Flu\VTSanghani-ExogModel,0.460253216374269,15.0
47,Flat,US-Flu\UT_FluCast-Voltaire,0.44536363636363635,16.0
33,Flat,US-Flu\LUcompUncertLab-TEVA,0.4363730964467005,17.0
42,Flat,US-Flu\SGroup-RandomForest,0.3983,18.0
31,Flat,US-Flu\GT-FluFNP,0.3339078947368421,19.0
36,Flat,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.31468578680203046,20.0
26,Flat,US-Flu\CMU-TimeSeries,0.310659009009009,21.0
34,Flat,US-Flu\LUcompUncertLab-VAR2,0.25561822429906544,22.0
30,Flat,US-Flu\GH-Flusight,0.08375350000000001,23.0
38,Flat,US-Flu\LUcompUncertLab-humanjudgment,0.03932321428571429,24.0
35,Flat,US-Flu\LUcompUncertLab-VAR2K,-0.11748324873096445,25.0
68,Inc,US-Flu\SGroup-SIkJalpha,0.3973914772727273,1.0
60,Inc,US-Flu\LUcompUncertLab-VAR2K,0.3082314121037464,2.0
72,Inc,US-Flu\UT_FluCast-Voltaire,0.29789204545454545,3.0
51,Inc,US-Flu\CMU-TimeSeries,0.28114374999999997,4.0
67,Inc,US-Flu\SGroup-RandomForest,0.2548663608562691,5.0
71,Inc,US-Flu\UMass-trends_ensemble,0.16002228739002933,6.0
52,Inc,US-Flu\CU-ensemble,0.15156903409090908,7.0
59,Inc,US-Flu\LUcompUncertLab-VAR2,0.1387608069164265,8.0
66,Inc,US-Flu\PSI-DICE,0.12674273504273503,9.0
61,Inc,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.10793602305475504,10.0
58,Inc,US-Flu\LUcompUncertLab-TEVA,0.00645763688760807,11.0
50,Inc,US-Flu\CEID-Walk,-0.08914797297297297,12.0
74,Inc,US-Flu\VTSanghani-ExogModel,-0.13654380165289257,13.0
62,Inc,US-Flu\LUcompUncertLab-VAR2_plusCOVID,-0.19115763688760806,14.0
70,Inc,US-Flu\SigSci-TSENS,-0.20977573964497043,15.0
56,Inc,US-Flu\GT-FluFNP,-0.2386790087463557,16.0
64,Inc,US-Flu\LosAlamos_NAU-CModel_Flu,-0.2640411931818182,17.0
55,Inc,US-Flu\GH-Flusight,-0.31652380952380954,18.0
53,Inc,US-Flu\Flusight-baseline,-0.3340372159090909,19.0
63,Inc,US-Flu\LUcompUncertLab-humanjudgment,-0.34589633333333336,20.0
54,Inc,US-Flu\Flusight-ensemble,-0.37049857954545456,21.0
65,Inc,US-Flu\MOBS-GLEAM_FLUH,-0.43062685185185184,22.0
73,Inc,US-Flu\UVAFluX-Ensemble,-0.44532234957020056,23.0
57,Inc,US-Flu\IEM_Health-FluProject,-0.4896443181818182,24.0
69,Inc,US-Flu\SigSci-CREG,-0.5178990654205607,25.0
81,Peak,US-Flu\GT-FluFNP,0.3063818181818182,1.0
92,Peak,US-Flu\SGroup-RandomForest,0.22369746835443038,2.0
76,Peak,US-Flu\CMU-TimeSeries,0.22286913580246911,3.0
80,Peak,US-Flu\GH-Flusight,0.21346842105263159,4.0
90,Peak,US-Flu\MOBS-GLEAM_FLUH,0.19173055555555554,5.0
89,Peak,US-Flu\LosAlamos_NAU-CModel_Flu,0.08130493827160494,6.0
85,Peak,US-Flu\LUcompUncertLab-VAR2K,0.07804805194805195,7.0
86,Peak,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.06677532467532467,8.0
93,Peak,US-Flu\SGroup-SIkJalpha,0.04907654320987654,9.0
97,Peak,US-Flu\UT_FluCast-Voltaire,0.04471481481481482,10.0
77,Peak,US-Flu\CU-ensemble,0.039527160493827165,11.0
99,Peak,US-Flu\VTSanghani-ExogModel,0.031122222222222225,12.0
79,Peak,US-Flu\Flusight-ensemble,0.020683950617283946,13.0
83,Peak,US-Flu\LUcompUncertLab-TEVA,0.005087012987012984,14.0
91,Peak,US-Flu\PSI-DICE,0.001124691358024693,15.0
87,Peak,US-Flu\LUcompUncertLab-VAR2_plusCOVID,-0.006148717948717951,16.0
84,Peak,US-Flu\LUcompUncertLab-VAR2,-0.016338461538461538,17.0
98,Peak,US-Flu\UVAFluX-Ensemble,-0.05744875000000001,18.0
88,Peak,US-Flu\LUcompUncertLab-humanjudgment,-0.06203137254901961,19.0
75,Peak,US-Flu\CEID-Walk,-0.08800657894736842,20.0
96,Peak,US-Flu\UMass-trends_ensemble,-0.1098604938271605,21.0
82,Peak,US-Flu\IEM_Health-FluProject,-0.11676296296296294,22.0
95,Peak,US-Flu\SigSci-TSENS,-0.11892105263157896,23.0
94,Peak,US-Flu\SigSci-CREG,-0.1668042857142857,24.0
78,Peak,US-Flu\Flusight-baseline,-0.34461851851851855,25.0
101,Surge,US-Flu\CMU-TimeSeries,0.28936554621848737,1.0
117,Surge,US-Flu\SGroup-RandomForest,0.10548494623655914,2.0
118,Surge,US-Flu\SGroup-SIkJalpha,0.07042857142857142,3.0
110,Surge,US-Flu\LUcompUncertLab-VAR2K,0.0537017094017094,4.0
109,Surge,US-Flu\LUcompUncertLab-VAR2,-0.0036254237288135594,5.0
102,Surge,US-Flu\CU-ensemble,-0.00897899159663865,6.0
111,Surge,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,-0.014820512820512817,7.0
114,Surge,US-Flu\LosAlamos_NAU-CModel_Flu,-0.034105042016806725,8.0
121,Surge,US-Flu\UMass-trends_ensemble,-0.04366116504854369,9.0
100,Surge,US-Flu\CEID-Walk,-0.044424761904761904,10.0
113,Surge,US-Flu\LUcompUncertLab-humanjudgment,-0.13853434343434343,11.0
116,Surge,US-Flu\PSI-DICE,-0.1612076271186441,12.0
122,Surge,US-Flu\UT_FluCast-Voltaire,-0.162427731092437,13.0
106,Surge,US-Flu\GT-FluFNP,-0.16278230088495577,14.0
108,Surge,US-Flu\LUcompUncertLab-TEVA,-0.1648794871794872,15.0
105,Surge,US-Flu\GH-Flusight,-0.1663542857142857,16.0
124,Surge,US-Flu\VTSanghani-ExogModel,-0.1923,17.0
112,Surge,US-Flu\LUcompUncertLab-VAR2_plusCOVID,-0.22185169491525422,18.0
103,Surge,US-Flu\Flusight-baseline,-0.2345924369747899,19.0
123,Surge,US-Flu\UVAFluX-Ensemble,-0.29298119658119653,20.0
120,Surge,US-Flu\SigSci-TSENS,-0.3001423423423424,21.0
115,Surge,US-Flu\MOBS-GLEAM_FLUH,-0.32125784313725486,22.0
107,Surge,US-Flu\IEM_Health-FluProject,-0.3263857142857143,23.0
104,Surge,US-Flu\Flusight-ensemble,-0.37476638655462186,24.0
119,Surge,US-Flu\SigSci-CREG,-0.41349444444444444,25.0
