,State_x,Week Number,Model_Name,Predicted,key,State_y,Week_number,Covid Count,Label_Actual
34,Arkansas,138,US-Flu\PSI-DICE,Inc,Arkansas_138,Arkansas,138,24.0,Dec
35,Arkansas,138,US-Flu\SGroup-SIkJalpha,Inc,Arkansas_138,Arkansas,138,24.0,Dec
36,Arkansas,138,US-Flu\SigSci-CREG,Dec,Arkansas_138,Arkansas,138,24.0,Dec
37,Arkansas,138,US-Flu\SigSci-TSENS,Flat,Arkansas_138,Arkansas,138,24.0,Dec
38,Arkansas,138,US-Flu\UMass-trends_ensemble,Inc,Arkansas_138,Arkansas,138,24.0,Dec
39,Arkansas,138,US-Flu\UT_FluCast-Voltaire,Flat,Arkansas_138,Arkansas,138,24.0,Dec
40,Arkansas,138,US-Flu\UVAFluX-Ensemble,Flat,Arkansas_138,Arkansas,138,24.0,Dec
41,Arkansas,138,US-Flu\VTSanghani-ExogModel,Peak,Arkansas_138,Arkansas,138,24.0,Dec
42,Hawaii,138,US-Flu\CEID-Walk,Flat,Hawaii_138,Hawaii,138,0.0,Flat
43,Hawaii,138,US-Flu\CMU-TimeSeries,Inc,Hawaii_138,Hawaii,138,0.0,Flat
44,Hawaii,138,US-Flu\CU-ensemble,Flat,Hawaii_138,Hawaii,138,0.0,Flat
45,Hawaii,138,US-Flu\Flusight-baseline,Flat,Hawaii_138,Hawaii,138,0.0,Flat
46,Hawaii,138,US-Flu\Flusight-ensemble,Flat,Hawaii_138,Hawaii,138,0.0,Flat
47,Hawaii,138,US-Flu\IEM_Health-FluProject,Inc,Hawaii_138,Hawaii,138,0.0,Flat
48,Hawaii,138,US-Flu\LosAlamos_NAU-CModel_Flu,Flat,Hawaii_138,Hawaii,138,0.0,Flat
49,Hawaii,138,US-Flu\LUcompUncertLab-TEVA,Flat,Hawaii_138,Hawaii,138,0.0,Flat
50,Hawaii,138,US-Flu\LUcompUncertLab-VAR2,Flat,Hawaii_138,Hawaii,138,0.0,Flat
51,Hawaii,138,US-Flu\LUcompUncertLab-VAR2K,Flat,Hawaii_138,Hawaii,138,0.0,Flat
52,Hawaii,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Flat,Hawaii_138,Hawaii,138,0.0,Flat
53,Hawaii,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Flat,Hawaii_138,Hawaii,138,0.0,Flat
54,Hawaii,138,US-Flu\SGroup-SIkJalpha,Flat,Hawaii_138,Hawaii,138,0.0,Flat
55,Hawaii,138,US-Flu\SigSci-CREG,Flat,Hawaii_138,Hawaii,138,0.0,Flat
56,Hawaii,138,US-Flu\SigSci-TSENS,Flat,Hawaii_138,Hawaii,138,0.0,Flat
57,Hawaii,138,US-Flu\UMass-trends_ensemble,Flat,Hawaii_138,Hawaii,138,0.0,Flat
58,Hawaii,138,US-Flu\UT_FluCast-Voltaire,Flat,Hawaii_138,Hawaii,138,0.0,Flat
59,Hawaii,138,US-Flu\UVAFluX-Ensemble,Flat,Hawaii_138,Hawaii,138,0.0,Flat
60,Hawaii,138,US-Flu\VTSanghani-ExogModel,Flat,Hawaii_138,Hawaii,138,0.0,Flat
61,Indiana,138,US-Flu\CEID-Walk,Flat,Indiana_138,Indiana,138,40.0,Flat
62,Indiana,138,US-Flu\CMU-TimeSeries,Dec,Indiana_138,Indiana,138,40.0,Flat
63,Indiana,138,US-Flu\CU-ensemble,Flat,Indiana_138,Indiana,138,40.0,Flat
64,Indiana,138,US-Flu\Flusight-baseline,Flat,Indiana_138,Indiana,138,40.0,Flat
65,Indiana,138,US-Flu\Flusight-ensemble,Dec,Indiana_138,Indiana,138,40.0,Flat
66,Indiana,138,US-Flu\GT-FluFNP,Dec,Indiana_138,Indiana,138,40.0,Flat
67,Indiana,138,US-Flu\IEM_Health-FluProject,Inc,Indiana_138,Indiana,138,40.0,Flat
68,Indiana,138,US-Flu\LosAlamos_NAU-CModel_Flu,Flat,Indiana_138,Indiana,138,40.0,Flat
69,Indiana,138,US-Flu\LUcompUncertLab-TEVA,Dec,Indiana_138,Indiana,138,40.0,Flat
70,Indiana,138,US-Flu\LUcompUncertLab-VAR2,Peak,Indiana_138,Indiana,138,40.0,Flat
71,Indiana,138,US-Flu\LUcompUncertLab-VAR2K,Flat,Indiana_138,Indiana,138,40.0,Flat
72,Indiana,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Flat,Indiana_138,Indiana,138,40.0,Flat
73,Indiana,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Flat,Indiana_138,Indiana,138,40.0,Flat
74,Indiana,138,US-Flu\PSI-DICE,Dec,Indiana_138,Indiana,138,40.0,Flat
75,Indiana,138,US-Flu\SGroup-SIkJalpha,Inc,Indiana_138,Indiana,138,40.0,Flat
76,Indiana,138,US-Flu\SigSci-CREG,Dec,Indiana_138,Indiana,138,40.0,Flat
77,Indiana,138,US-Flu\SigSci-TSENS,Flat,Indiana_138,Indiana,138,40.0,Flat
78,Indiana,138,US-Flu\UMass-trends_ensemble,Dec,Indiana_138,Indiana,138,40.0,Flat
79,Indiana,138,US-Flu\UT_FluCast-Voltaire,Dec,Indiana_138,Indiana,138,40.0,Flat
80,Indiana,138,US-Flu\UVAFluX-Ensemble,Flat,Indiana_138,Indiana,138,40.0,Flat
81,Indiana,138,US-Flu\VTSanghani-ExogModel,Flat,Indiana_138,Indiana,138,40.0,Flat
82,Louisiana,138,US-Flu\CEID-Walk,Dec,Louisiana_138,Louisiana,138,7.0,Inc
83,Louisiana,138,US-Flu\CMU-TimeSeries,Dec,Louisiana_138,Louisiana,138,7.0,Inc
84,Louisiana,138,US-Flu\CU-ensemble,Inc,Louisiana_138,Louisiana,138,7.0,Inc
85,Louisiana,138,US-Flu\Flusight-baseline,Flat,Louisiana_138,Louisiana,138,7.0,Inc
86,Louisiana,138,US-Flu\Flusight-ensemble,Dec,Louisiana_138,Louisiana,138,7.0,Inc
87,Louisiana,138,US-Flu\GT-FluFNP,Dec,Louisiana_138,Louisiana,138,7.0,Inc
88,Louisiana,138,US-Flu\IEM_Health-FluProject,Inc,Louisiana_138,Louisiana,138,7.0,Inc
89,Louisiana,138,US-Flu\LosAlamos_NAU-CModel_Flu,Flat,Louisiana_138,Louisiana,138,7.0,Inc
90,Louisiana,138,US-Flu\LUcompUncertLab-TEVA,Flat,Louisiana_138,Louisiana,138,7.0,Inc
91,Louisiana,138,US-Flu\LUcompUncertLab-VAR2,Flat,Louisiana_138,Louisiana,138,7.0,Inc
92,Louisiana,138,US-Flu\LUcompUncertLab-VAR2K,Surge,Louisiana_138,Louisiana,138,7.0,Inc
93,Louisiana,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Flat,Louisiana_138,Louisiana,138,7.0,Inc
94,Louisiana,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Flat,Louisiana_138,Louisiana,138,7.0,Inc
95,Louisiana,138,US-Flu\PSI-DICE,Dec,Louisiana_138,Louisiana,138,7.0,Inc
96,Louisiana,138,US-Flu\SGroup-SIkJalpha,Flat,Louisiana_138,Louisiana,138,7.0,Inc
97,Louisiana,138,US-Flu\SigSci-CREG,Flat,Louisiana_138,Louisiana,138,7.0,Inc
98,Louisiana,138,US-Flu\SigSci-TSENS,Flat,Louisiana_138,Louisiana,138,7.0,Inc
99,Louisiana,138,US-Flu\UMass-trends_ensemble,Flat,Louisiana_138,Louisiana,138,7.0,Inc
100,Louisiana,138,US-Flu\UT_FluCast-Voltaire,Flat,Louisiana_138,Louisiana,138,7.0,Inc
101,Louisiana,138,US-Flu\UVAFluX-Ensemble,Flat,Louisiana_138,Louisiana,138,7.0,Inc
102,Louisiana,138,US-Flu\VTSanghani-ExogModel,Flat,Louisiana_138,Louisiana,138,7.0,Inc
103,Minnesota,138,US-Flu\CEID-Walk,Peak,Minnesota_138,Minnesota,138,52.0,Dec
104,Minnesota,138,US-Flu\CMU-TimeSeries,Peak,Minnesota_138,Minnesota,138,52.0,Dec
105,Minnesota,138,US-Flu\CU-ensemble,Flat,Minnesota_138,Minnesota,138,52.0,Dec
106,Minnesota,138,US-Flu\Flusight-baseline,Flat,Minnesota_138,Minnesota,138,52.0,Dec
107,Minnesota,138,US-Flu\Flusight-ensemble,Peak,Minnesota_138,Minnesota,138,52.0,Dec
108,Minnesota,138,US-Flu\GT-FluFNP,Dec,Minnesota_138,Minnesota,138,52.0,Dec
109,Minnesota,138,US-Flu\IEM_Health-FluProject,Dec,Minnesota_138,Minnesota,138,52.0,Dec
110,Minnesota,138,US-Flu\LosAlamos_NAU-CModel_Flu,Dec,Minnesota_138,Minnesota,138,52.0,Dec
111,Minnesota,138,US-Flu\LUcompUncertLab-TEVA,Dec,Minnesota_138,Minnesota,138,52.0,Dec
112,Minnesota,138,US-Flu\LUcompUncertLab-VAR2,Dec,Minnesota_138,Minnesota,138,52.0,Dec
113,Minnesota,138,US-Flu\LUcompUncertLab-VAR2K,Flat,Minnesota_138,Minnesota,138,52.0,Dec
114,Minnesota,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Dec,Minnesota_138,Minnesota,138,52.0,Dec
115,Minnesota,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Inc,Minnesota_138,Minnesota,138,52.0,Dec
116,Minnesota,138,US-Flu\PSI-DICE,Dec,Minnesota_138,Minnesota,138,52.0,Dec
117,Minnesota,138,US-Flu\SGroup-SIkJalpha,Flat,Minnesota_138,Minnesota,138,52.0,Dec
118,Minnesota,138,US-Flu\SigSci-CREG,Dec,Minnesota_138,Minnesota,138,52.0,Dec
119,Minnesota,138,US-Flu\SigSci-TSENS,Inc,Minnesota_138,Minnesota,138,52.0,Dec
120,Minnesota,138,US-Flu\UMass-trends_ensemble,Flat,Minnesota_138,Minnesota,138,52.0,Dec
121,Minnesota,138,US-Flu\UT_FluCast-Voltaire,Dec,Minnesota_138,Minnesota,138,52.0,Dec
122,Minnesota,138,US-Flu\UVAFluX-Ensemble,Surge,Minnesota_138,Minnesota,138,52.0,Dec
123,Minnesota,138,US-Flu\VTSanghani-ExogModel,Inc,Minnesota_138,Minnesota,138,52.0,Dec
124,Montana,138,US-Flu\CEID-Walk,Flat,Montana_138,Montana,138,14.0,Dec
125,Montana,138,US-Flu\CMU-TimeSeries,Peak,Montana_138,Montana,138,14.0,Dec
126,Montana,138,US-Flu\CU-ensemble,Flat,Montana_138,Montana,138,14.0,Dec
127,Montana,138,US-Flu\Flusight-baseline,Flat,Montana_138,Montana,138,14.0,Dec
128,Montana,138,US-Flu\Flusight-ensemble,Flat,Montana_138,Montana,138,14.0,Dec
129,Montana,138,US-Flu\GT-FluFNP,Dec,Montana_138,Montana,138,14.0,Dec
130,Montana,138,US-Flu\IEM_Health-FluProject,Inc,Montana_138,Montana,138,14.0,Dec
131,Montana,138,US-Flu\LosAlamos_NAU-CModel_Flu,Inc,Montana_138,Montana,138,14.0,Dec
132,Montana,138,US-Flu\LUcompUncertLab-TEVA,Dec,Montana_138,Montana,138,14.0,Dec
133,Montana,138,US-Flu\LUcompUncertLab-VAR2,Dec,Montana_138,Montana,138,14.0,Dec
134,Montana,138,US-Flu\LUcompUncertLab-VAR2K,Inc,Montana_138,Montana,138,14.0,Dec
135,Montana,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Surge,Montana_138,Montana,138,14.0,Dec
136,Montana,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Dec,Montana_138,Montana,138,14.0,Dec
137,Montana,138,US-Flu\PSI-DICE,Dec,Montana_138,Montana,138,14.0,Dec
138,Montana,138,US-Flu\SGroup-SIkJalpha,Flat,Montana_138,Montana,138,14.0,Dec
139,Montana,138,US-Flu\SigSci-CREG,Dec,Montana_138,Montana,138,14.0,Dec
140,Montana,138,US-Flu\SigSci-TSENS,Peak,Montana_138,Montana,138,14.0,Dec
141,Montana,138,US-Flu\UMass-trends_ensemble,Inc,Montana_138,Montana,138,14.0,Dec
142,Montana,138,US-Flu\UT_FluCast-Voltaire,Dec,Montana_138,Montana,138,14.0,Dec
143,Montana,138,US-Flu\UVAFluX-Ensemble,Dec,Montana_138,Montana,138,14.0,Dec
144,Montana,138,US-Flu\VTSanghani-ExogModel,Flat,Montana_138,Montana,138,14.0,Dec
145,North Carolina,138,US-Flu\CEID-Walk,Flat,North Carolina_138,North Carolina,138,71.0,Dec
146,North Carolina,138,US-Flu\CMU-TimeSeries,Peak,North Carolina_138,North Carolina,138,71.0,Dec
147,North Carolina,138,US-Flu\CU-ensemble,Surge,North Carolina_138,North Carolina,138,71.0,Dec
148,North Carolina,138,US-Flu\Flusight-baseline,Flat,North Carolina_138,North Carolina,138,71.0,Dec
149,North Carolina,138,US-Flu\Flusight-ensemble,Flat,North Carolina_138,North Carolina,138,71.0,Dec
150,North Carolina,138,US-Flu\GT-FluFNP,Dec,North Carolina_138,North Carolina,138,71.0,Dec
151,North Carolina,138,US-Flu\IEM_Health-FluProject,Inc,North Carolina_138,North Carolina,138,71.0,Dec
152,North Carolina,138,US-Flu\LosAlamos_NAU-CModel_Flu,Dec,North Carolina_138,North Carolina,138,71.0,Dec
153,North Carolina,138,US-Flu\LUcompUncertLab-TEVA,Dec,North Carolina_138,North Carolina,138,71.0,Dec
154,North Carolina,138,US-Flu\LUcompUncertLab-VAR2,Dec,North Carolina_138,North Carolina,138,71.0,Dec
155,North Carolina,138,US-Flu\LUcompUncertLab-VAR2K,Dec,North Carolina_138,North Carolina,138,71.0,Dec
156,North Carolina,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Surge,North Carolina_138,North Carolina,138,71.0,Dec
157,North Carolina,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Dec,North Carolina_138,North Carolina,138,71.0,Dec
158,North Carolina,138,US-Flu\PSI-DICE,Inc,North Carolina_138,North Carolina,138,71.0,Dec
159,North Carolina,138,US-Flu\SGroup-SIkJalpha,Surge,North Carolina_138,North Carolina,138,71.0,Dec
160,North Carolina,138,US-Flu\SigSci-CREG,Surge,North Carolina_138,North Carolina,138,71.0,Dec
161,North Carolina,138,US-Flu\SigSci-TSENS,Dec,North Carolina_138,North Carolina,138,71.0,Dec
162,North Carolina,138,US-Flu\UMass-trends_ensemble,Flat,North Carolina_138,North Carolina,138,71.0,Dec
163,North Carolina,138,US-Flu\UT_FluCast-Voltaire,Dec,North Carolina_138,North Carolina,138,71.0,Dec
164,North Carolina,138,US-Flu\UVAFluX-Ensemble,Dec,North Carolina_138,North Carolina,138,71.0,Dec
165,North Carolina,138,US-Flu\VTSanghani-ExogModel,Flat,North Carolina_138,North Carolina,138,71.0,Dec
166,Nevada,138,US-Flu\CEID-Walk,Flat,Nevada_138,Nevada,138,5.0,Inc
167,Nevada,138,US-Flu\CMU-TimeSeries,Peak,Nevada_138,Nevada,138,5.0,Inc
168,Nevada,138,US-Flu\CU-ensemble,Inc,Nevada_138,Nevada,138,5.0,Inc
169,Nevada,138,US-Flu\Flusight-baseline,Flat,Nevada_138,Nevada,138,5.0,Inc
170,Nevada,138,US-Flu\Flusight-ensemble,Inc,Nevada_138,Nevada,138,5.0,Inc
171,Nevada,138,US-Flu\GT-FluFNP,Dec,Nevada_138,Nevada,138,5.0,Inc
172,Nevada,138,US-Flu\IEM_Health-FluProject,Inc,Nevada_138,Nevada,138,5.0,Inc
173,Nevada,138,US-Flu\LosAlamos_NAU-CModel_Flu,Inc,Nevada_138,Nevada,138,5.0,Inc
174,Nevada,138,US-Flu\LUcompUncertLab-TEVA,Inc,Nevada_138,Nevada,138,5.0,Inc
175,Nevada,138,US-Flu\LUcompUncertLab-VAR2,Inc,Nevada_138,Nevada,138,5.0,Inc
176,Nevada,138,US-Flu\LUcompUncertLab-VAR2K,Inc,Nevada_138,Nevada,138,5.0,Inc
177,Nevada,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Dec,Nevada_138,Nevada,138,5.0,Inc
178,Nevada,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Inc,Nevada_138,Nevada,138,5.0,Inc
179,Nevada,138,US-Flu\PSI-DICE,Flat,Nevada_138,Nevada,138,5.0,Inc
180,Nevada,138,US-Flu\SGroup-SIkJalpha,Flat,Nevada_138,Nevada,138,5.0,Inc
181,Nevada,138,US-Flu\SigSci-CREG,Inc,Nevada_138,Nevada,138,5.0,Inc
182,Nevada,138,US-Flu\SigSci-TSENS,Dec,Nevada_138,Nevada,138,5.0,Inc
183,Nevada,138,US-Flu\UMass-trends_ensemble,Flat,Nevada_138,Nevada,138,5.0,Inc
184,Nevada,138,US-Flu\UT_FluCast-Voltaire,Dec,Nevada_138,Nevada,138,5.0,Inc
185,Nevada,138,US-Flu\UVAFluX-Ensemble,Dec,Nevada_138,Nevada,138,5.0,Inc
186,Nevada,138,US-Flu\VTSanghani-ExogModel,Flat,Nevada_138,Nevada,138,5.0,Inc
187,Puerto Rico,138,US-Flu\CEID-Walk,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
188,Puerto Rico,138,US-Flu\CMU-TimeSeries,Inc,Puerto Rico_138,Puerto Rico,138,18.0,Dec
189,Puerto Rico,138,US-Flu\CU-ensemble,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
190,Puerto Rico,138,US-Flu\Flusight-baseline,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
191,Puerto Rico,138,US-Flu\Flusight-ensemble,Peak,Puerto Rico_138,Puerto Rico,138,18.0,Dec
192,Puerto Rico,138,US-Flu\IEM_Health-FluProject,Inc,Puerto Rico_138,Puerto Rico,138,18.0,Dec
193,Puerto Rico,138,US-Flu\LosAlamos_NAU-CModel_Flu,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
194,Puerto Rico,138,US-Flu\LUcompUncertLab-TEVA,Dec,Puerto Rico_138,Puerto Rico,138,18.0,Dec
195,Puerto Rico,138,US-Flu\LUcompUncertLab-VAR2,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
196,Puerto Rico,138,US-Flu\LUcompUncertLab-VAR2K,Peak,Puerto Rico_138,Puerto Rico,138,18.0,Dec
197,Puerto Rico,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Dec,Puerto Rico_138,Puerto Rico,138,18.0,Dec
198,Puerto Rico,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Dec,Puerto Rico_138,Puerto Rico,138,18.0,Dec
199,Puerto Rico,138,US-Flu\PSI-DICE,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
200,Puerto Rico,138,US-Flu\SGroup-SIkJalpha,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
201,Puerto Rico,138,US-Flu\UMass-trends_ensemble,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
202,Puerto Rico,138,US-Flu\UT_FluCast-Voltaire,Inc,Puerto Rico_138,Puerto Rico,138,18.0,Dec
203,Puerto Rico,138,US-Flu\VTSanghani-ExogModel,Flat,Puerto Rico_138,Puerto Rico,138,18.0,Dec
204,Texas,138,US-Flu\CEID-Walk,Flat,Texas_138,Texas,138,91.0,Surge
205,Texas,138,US-Flu\CMU-TimeSeries,Dec,Texas_138,Texas,138,91.0,Surge
206,Texas,138,US-Flu\CU-ensemble,Dec,Texas_138,Texas,138,91.0,Surge
207,Texas,138,US-Flu\Flusight-baseline,Flat,Texas_138,Texas,138,91.0,Surge
208,Texas,138,US-Flu\Flusight-ensemble,Dec,Texas_138,Texas,138,91.0,Surge
209,Texas,138,US-Flu\GT-FluFNP,Dec,Texas_138,Texas,138,91.0,Surge
210,Texas,138,US-Flu\IEM_Health-FluProject,Inc,Texas_138,Texas,138,91.0,Surge
211,Texas,138,US-Flu\LosAlamos_NAU-CModel_Flu,Flat,Texas_138,Texas,138,91.0,Surge
212,Texas,138,US-Flu\LUcompUncertLab-TEVA,Dec,Texas_138,Texas,138,91.0,Surge
213,Texas,138,US-Flu\LUcompUncertLab-VAR2,Dec,Texas_138,Texas,138,91.0,Surge
214,Texas,138,US-Flu\LUcompUncertLab-VAR2K,Inc,Texas_138,Texas,138,91.0,Surge
215,Texas,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Flat,Texas_138,Texas,138,91.0,Surge
216,Texas,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Flat,Texas_138,Texas,138,91.0,Surge
217,Texas,138,US-Flu\PSI-DICE,Inc,Texas_138,Texas,138,91.0,Surge
218,Texas,138,US-Flu\SGroup-SIkJalpha,Flat,Texas_138,Texas,138,91.0,Surge
219,Texas,138,US-Flu\SigSci-TSENS,Flat,Texas_138,Texas,138,91.0,Surge
220,Texas,138,US-Flu\UMass-trends_ensemble,Flat,Texas_138,Texas,138,91.0,Surge
221,Texas,138,US-Flu\UT_FluCast-Voltaire,Dec,Texas_138,Texas,138,91.0,Surge
222,Texas,138,US-Flu\UVAFluX-Ensemble,Inc,Texas_138,Texas,138,91.0,Surge
223,Texas,138,US-Flu\VTSanghani-ExogModel,Flat,Texas_138,Texas,138,91.0,Surge
224,Virgin Islands,138,US-Flu\CEID-Walk,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
225,Virgin Islands,138,US-Flu\CMU-TimeSeries,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
226,Virgin Islands,138,US-Flu\CU-ensemble,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
227,Virgin Islands,138,US-Flu\Flusight-baseline,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
228,Virgin Islands,138,US-Flu\Flusight-ensemble,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
229,Virgin Islands,138,US-Flu\LosAlamos_NAU-CModel_Flu,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
230,Virgin Islands,138,US-Flu\LUcompUncertLab-TEVA,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
231,Virgin Islands,138,US-Flu\LUcompUncertLab-VAR2,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
232,Virgin Islands,138,US-Flu\LUcompUncertLab-VAR2K,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
233,Virgin Islands,138,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
234,Virgin Islands,138,US-Flu\LUcompUncertLab-VAR2_plusCOVID,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
235,Virgin Islands,138,US-Flu\SGroup-SIkJalpha,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
236,Virgin Islands,138,US-Flu\UMass-trends_ensemble,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
237,Virgin Islands,138,US-Flu\VTSanghani-ExogModel,Flat,Virgin Islands_138,Virgin Islands,138,0.0,Flat
238,Kansas,138,US-Flu\CEID-Walk,Flat,Kansas_138,Kansas,138,24.0,Dec
239,Kansas,138,US-Flu\CMU-TimeSeries,Peak,Kansas_138,Kansas,138,24.0,Dec
240,Kansas,138,US-Flu\CU-ensemble,Peak,Kansas_138,Kansas,138,24.0,Dec
241,Kansas,138,US-Flu\Flusight-baseline,Flat,Kansas_138,Kansas,138,24.0,Dec
242,Kansas,138,US-Flu\Flusight-ensemble,Flat,Kansas_138,Kansas,138,24.0,Dec
243,Kansas,138,US-Flu\GT-FluFNP,Dec,Kansas_138,Kansas,138,24.0,Dec
244,Kansas,138,US-Flu\IEM_Health-FluProject,Inc,Kansas_138,Kansas,138,24.0,Dec
245,Kansas,138,US-Flu\LosAlamos_NAU-CModel_Flu,Surge,Kansas_138,Kansas,138,24.0,Dec
246,Kansas,138,US-Flu\LUcompUncertLab-TEVA,Flat,Kansas_138,Kansas,138,24.0,Dec
247,Kansas,138,US-Flu\LUcompUncertLab-VAR2,Dec,Kansas_138,Kansas,138,24.0,Dec
248,Kansas,138,US-Flu\LUcompUncertLab-VAR2K,Dec,Kansas_138,Kansas,138,24.0,Dec
