,State,Model Name,Mean_Similarity,Count_Similarity,rank
1058,South Dakota,US-Flu\PSI-DICE,0.5620130434782609,23,2.0
97,Arkansas,US-Flu\UT_FluCast-Voltaire,0.46184782608695657,23,2.0
507,Maryland,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.3063571428571429,21,2.0
1107,Texas,US-Flu\MOBS-GLEAM_FLUH,0.570435,20,2.0
543,Massachusetts,US-Flu\UT_FluCast-Voltaire,0.5245043478260869,23,2.0
493,Maine,US-Flu\UT_FluCast-Voltaire,0.46172608695652173,23,2.0
643,Missouri,US-Flu\UT_FluCast-Voltaire,0.46876521739130433,23,2.0
33,Alaska,US-Flu\LUcompUncertLab-TEVA,0.3924190476190476,21,2.0
1236,Washington,US-Flu\CMU-TimeSeries,0.737508695652174,23,2.0
1143,Utah,US-Flu\CMU-TimeSeries,0.2904695652173913,23,2.0
772,New Mexico,US-Flu\CMU-TimeSeries,0.5535304347826087,23,2.0
768,New Jersey,US-Flu\UT_FluCast-Voltaire,0.6116173913043478,23,2.0
396,Kansas,US-Flu\CEID-Walk,0.5253714285714286,21,2.0
687,Nebraska,US-Flu\PSI-DICE,0.4934652173913044,23,2.0
362,Indiana,US-Flu\PSI-DICE,0.5268478260869565,23,2.0
1215,Virginia,US-Flu\GH-Flusight,0.3765952380952381,21,2.0
1282,West Virginia,US-Flu\UT_FluCast-Voltaire,0.31428260869565217,23,2.0
250,Georgia,US-Flu\Flusight-baseline,0.3375913043478261,23,2.0
738,New Hampshire,US-Flu\SGroup-RandomForest,0.37993,20,2.0
1307,Wisconsin,US-Flu\UT_FluCast-Voltaire,0.3243,23,2.0
710,Nevada,US-Flu\LosAlamos_NAU-CModel_Flu,0.3357,23,2.0
239,Florida,US-Flu\SGroup-RandomForest,0.410215,20,2.0
1324,Wyoming,US-Flu\LosAlamos_NAU-CModel_Flu,0.2949304347826087,23,2.0
4,Alabama,US-Flu\Flusight-ensemble,0.45456521739130434,23,2.0
386,Iowa,US-Flu\MOBS-GLEAM_FLUH,0.77394,20,2.0
209,District of Columbia,US-Flu\LUcompUncertLab-VAR2,0.2606363636363636,22,2.0
562,Michigan,US-Flu\PSI-DICE,0.28827391304347827,23,2.0
813,New York,US-Flu\SGroup-RandomForest,0.6407700000000001,20,2.0
273,Hawaii,US-Flu\CMU-TimeSeries,0.4783521739130435,23,2.0
462,Louisiana,US-Flu\PSI-DICE,0.2820739130434783,23,2.0
339,Illinois,US-Flu\SGroup-SIkJalpha,0.4037782608695652,23,2.0
863,North Dakota,US-Flu\SGroup-RandomForest,0.7613800000000001,20,2.0
72,Arizona,US-Flu\UT_FluCast-Voltaire,0.2412,23,2.0
1178,Vermont,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.35446190476190476,21,2.0
652,Montana,US-Flu\GT-FluFNP,0.35282608695652173,23,2.0
443,Kentucky,US-Flu\UT_FluCast-Voltaire,0.6252217391304348,23,2.0
821,North Carolina,US-Flu\CEID-Walk,0.46698571428571434,21,2.0
1196,Virgin Islands,US-Flu\Flusight-ensemble,0.9999391304347826,23,2.0
240,Florida,US-Flu\SGroup-SIkJalpha,0.4034782608695653,23,3.0
660,Montana,US-Flu\LosAlamos_NAU-CModel_Flu,0.3130869565217392,23,3.0
143,Colorado,US-Flu\SGroup-SIkJalpha,0.3916782608695652,23,3.0
818,New York,US-Flu\UT_FluCast-Voltaire,0.5245826086956522,23,3.0
671,Nebraska,US-Flu\CEID-Walk,0.47804761904761905,21,3.0
727,New Hampshire,US-Flu\GT-FluFNP,0.34183478260869565,23,3.0
931,Oregon,US-Flu\LUcompUncertLab-VAR2K,0.4032095238095238,21,3.0
192,Delaware,US-Flu\SGroup-RandomForest,0.33913,20,3.0
862,North Dakota,US-Flu\PSI-DICE,0.7592782608695652,23,3.0
782,New Mexico,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.4331904761904762,21,3.0
987,Puerto Rico,US-Flu\SGroup-SIkJalpha,0.29,23,3.0
835,North Carolina,US-Flu\LosAlamos_NAU-CModel_Flu,0.45314347826086954,23,3.0
751,New Jersey,US-Flu\GH-Flusight,0.44535238095238094,21,3.0
612,Mississippi,US-Flu\PSI-DICE,0.311104347826087,23,3.0
152,Connecticut,US-Flu\CU-ensemble,0.3870391304347826,23,3.0
914,Oklahoma,US-Flu\SGroup-SIkJalpha,0.4809173913043478,23,3.0
962,Pennsylvania,US-Flu\PSI-DICE,0.3617173913043478,23,3.0
592,Minnesota,US-Flu\UMass-trends_ensemble,0.6150772727272728,22,3.0
285,Hawaii,US-Flu\LosAlamos_NAU-CModel_Flu,0.42788695652173914,23,3.0
256,Georgia,US-Flu\LUcompUncertLab-VAR2,0.28262272727272725,22,3.0
219,District of Columbia,US-Flu\UT_FluCast-Voltaire,0.25306521739130433,23,3.0
636,Missouri,US-Flu\MOBS-GLEAM_FLUH,0.421195,20,3.0
872,Ohio,US-Flu\CMU-TimeSeries,0.43361739130434784,23,3.0
997,Rhode Island,US-Flu\GH-Flusight,0.32913333333333333,21,3.0
1266,West Virginia,US-Flu\GT-FluFNP,0.27196521739130436,23,3.0
1253,Washington,US-Flu\SGroup-SIkJalpha,0.6160739130434782,23,3.0
513,Maryland,US-Flu\SGroup-RandomForest,0.27355,20,3.0
448,Louisiana,US-Flu\CU-ensemble,0.14461304347826087,23,3.0
31,Alaska,US-Flu\GT-FluFNP,0.3463869565217391,23,3.0
101,California,US-Flu\CMU-TimeSeries,0.6652478260869565,23,3.0
1110,Texas,US-Flu\SGroup-SIkJalpha,0.533804347826087,23,3.0
1070,Tennessee,US-Flu\Flusight-baseline,0.4268739130434782,23,3.0
331,Illinois,US-Flu\LUcompUncertLab-VAR2K,0.3725142857142857,21,3.0
1133,United States,US-Flu\PSI-DICE,0.4530086956521739,23,3.0
1210,Virginia,US-Flu\CEID-Walk,0.3478857142857143,21,3.0
1206,Virgin Islands,US-Flu\SGroup-RandomForest,0.998795,20,3.0
52,Arizona,US-Flu\CU-ensemble,0.11791739130434782,23,3.0
81,Arkansas,US-Flu\GT-FluFNP,0.44970869565217386,23,3.0
1159,Utah,US-Flu\SGroup-RandomForest,0.27999999999999997,20,3.0
437,Kentucky,US-Flu\PSI-DICE,0.6211478260869565,23,3.0
477,Maine,US-Flu\GT-FluFNP,0.43505217391304346,23,3.0
318,Idaho,US-Flu\UT_FluCast-Voltaire,0.5497608695652174,23,3.0
411,Kansas,US-Flu\MOBS-GLEAM_FLUH,0.35152,20,3.0
1182,Vermont,US-Flu\MOBS-GLEAM_FLUH,0.347835,20,3.0
1059,South Dakota,US-Flu\SGroup-RandomForest,0.48868,20,3.0
1323,Wyoming,US-Flu\LUcompUncertLab-humanjudgment,0.2618846153846154,13,3.0
1041,South Carolina,US-Flu\VTSanghani-ExogModel,0.25464117647058826,17,3.0
1301,Wisconsin,US-Flu\PSI-DICE,0.3105826086956522,23,3.0
547,Michigan,US-Flu\CMU-TimeSeries,0.2784217391304348,23,3.0
388,Iowa,US-Flu\SGroup-RandomForest,0.53274,20,3.0
712,Nevada,US-Flu\PSI-DICE,0.33443478260869564,23,3.0
20,Alabama,US-Flu\SigSci-TSENS,0.4363173913043478,23,3.0
361,Indiana,US-Flu\MOBS-GLEAM_FLUH,0.387015,20,3.0
527,Massachusetts,US-Flu\GT-FluFNP,0.4945695652173913,23,3.0
824,North Carolina,US-Flu\Flusight-baseline,0.4380521739130435,23,4.0
721,New Hampshire,US-Flu\CEID-Walk,0.33330952380952383,21,4.0
60,Arizona,US-Flu\LUcompUncertLab-VAR2K,0.06653333333333335,21,4.0
383,Iowa,US-Flu\LUcompUncertLab-VAR2_plusCOVID,0.4964954545454546,22,4.0
1205,Virgin Islands,US-Flu\PSI-DICE,0.9967181818181818,22,4.0
7,Alabama,US-Flu\IEM_Health-FluProject,0.42378260869565215,23,4.0
343,Illinois,US-Flu\UT_FluCast-Voltaire,0.33015652173913046,23,4.0
347,Indiana,US-Flu\CMU-TimeSeries,0.36789565217391307,23,4.0
201,District of Columbia,US-Flu\CMU-TimeSeries,0.22724347826086957,23,4.0
1311,Wyoming,US-Flu\CMU-TimeSeries,0.18106521739130435,23,4.0
686,Nebraska,US-Flu\MOBS-GLEAM_FLUH,0.458,20,4.0
1211,Virginia,US-Flu\CMU-TimeSeries,0.22350434782608697,23,4.0
812,New York,US-Flu\PSI-DICE,0.39629130434782606,23,4.0
661,Montana,US-Flu\MOBS-GLEAM_FLUH,0.218695,20,4.0
422,Kentucky,US-Flu\CMU-TimeSeries,0.582804347826087,23,4.0
418,Kansas,US-Flu\UT_FluCast-Voltaire,0.28889130434782606,23,4.0
259,Georgia,US-Flu\LUcompUncertLab-VAR2_plusCOVID,0.2722454545454545,22,4.0
37,Alaska,US-Flu\LUcompUncertLab-VAR2_plusCOVID,0.34403636363636364,22,4.0
232,Florida,US-Flu\LUcompUncertLab-VAR2K,0.40209523809523806,21,4.0
781,New Mexico,US-Flu\LUcompUncertLab-VAR2K,0.34323333333333333,21,4.0
1251,Washington,US-Flu\PSI-DICE,0.4923565217391304,23,4.0
1270,West Virginia,US-Flu\LUcompUncertLab-VAR2K,0.265652380952381,21,4.0
1306,Wisconsin,US-Flu\UMass-trends_ensemble,0.30676818181818183,22,4.0
747,New Jersey,US-Flu\CMU-TimeSeries,0.43079130434782614,23,4.0
1173,Vermont,US-Flu\GT-FluFNP,0.3134304347826087,23,4.0
193,Delaware,US-Flu\SGroup-SIkJalpha,0.3231217391304348,23,4.0
861,North Dakota,US-Flu\MOBS-GLEAM_FLUH,0.742795,20,4.0
1071,Tennessee,US-Flu\Flusight-ensemble,0.40437391304347825,23,4.0
594,Minnesota,US-Flu\UVAFluX-Ensemble,0.5905739130434783,23,4.0
935,Oregon,US-Flu\LosAlamos_NAU-CModel_Flu,0.37884347826086956,23,4.0
161,Connecticut,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.3727142857142857,21,4.0
518,Maryland,US-Flu\UT_FluCast-Voltaire,0.25523478260869564,23,4.0
1103,Texas,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.5248285714285714,21,4.0
952,Pennsylvania,US-Flu\GT-FluFNP,0.33288260869565217,23,4.0
536,Massachusetts,US-Flu\MOBS-GLEAM_FLUH,0.39897499999999997,20,4.0
1035,South Carolina,US-Flu\SGroup-SIkJalpha,0.2396086956521739,23,4.0
1009,Rhode Island,US-Flu\SGroup-RandomForest,0.319725,20,4.0
147,Colorado,US-Flu\UT_FluCast-Voltaire,0.3699304347826087,23,4.0
986,Puerto Rico,US-Flu\SGroup-RandomForest,0.24206500000000003,20,4.0
302,Idaho,US-Flu\GT-FluFNP,0.5353913043478261,23,4.0
1043,South Dakota,US-Flu\CMU-TimeSeries,0.4568434782608696,23,4.0
913,Oklahoma,US-Flu\SGroup-RandomForest,0.42626,20,4.0
108,California,US-Flu\LUcompUncertLab-TEVA,0.6352857142857142,21,4.0
1155,Utah,US-Flu\LUcompUncertLab-humanjudgment,0.23864615384615384,13,4.0
555,Michigan,US-Flu\LUcompUncertLab-VAR2,0.25522727272727275,22,4.0
453,Louisiana,US-Flu\IEM_Health-FluProject,0.1416913043478261,23,4.0
641,Missouri,US-Flu\SigSci-TSENS,0.4035,23,4.0
615,Mississippi,US-Flu\SigSci-CREG,0.29794347826086953,23,4.0
471,Maine,US-Flu\CEID-Walk,0.4256619047619048,21,4.0
1139,United States,US-Flu\UT_FluCast-Voltaire,0.24955652173913043,23,4.0
881,Ohio,US-Flu\LUcompUncertLab-VAR2K,0.38117619047619045,21,4.0
713,Nevada,US-Flu\SGroup-RandomForest,0.27548,20,4.0
282,Hawaii,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.4255238095238095,21,4.0
90,Arkansas,US-Flu\MOBS-GLEAM_FLUH,0.370935,20,4.0
403,Kansas,US-Flu\IEM_Health-FluProject,0.25902608695652174,23,5.0
647,Montana,US-Flu\CMU-TimeSeries,0.16012608695652175,23,5.0
447,Louisiana,US-Flu\CMU-TimeSeries,0.12196521739130435,23,5.0
384,Iowa,US-Flu\LUcompUncertLab-humanjudgment,0.4787230769230769,13,5.0
567,Michigan,US-Flu\UMass-trends_ensemble,0.1590318181818182,22,5.0
545,Massachusetts,US-Flu\VTSanghani-ExogModel,0.29853529411764707,17,5.0
480,Maine,US-Flu\LUcompUncertLab-VAR2,0.3014181818181818,22,5.0
506,Maryland,US-Flu\LUcompUncertLab-VAR2K,0.23941904761904761,21,5.0
702,Nevada,US-Flu\GT-FluFNP,0.2577260869565217,23,5.0
309,Idaho,US-Flu\LUcompUncertLab-humanjudgment,0.4400076923076923,13,5.0
355,Indiana,US-Flu\LUcompUncertLab-VAR2,0.3019363636363636,22,5.0
267,Georgia,US-Flu\SigSci-TSENS,0.2642434782608696,23,5.0
585,Minnesota,US-Flu\LosAlamos_NAU-CModel_Flu,0.5886652173913044,23,5.0
688,Nebraska,US-Flu\SGroup-RandomForest,0.42486500000000005,20,5.0
322,Illinois,US-Flu\CMU-TimeSeries,0.2588130434782609,23,5.0
277,Hawaii,US-Flu\GH-Flusight,0.3998952380952381,21,5.0
623,Missouri,US-Flu\CU-ensemble,0.36957391304347825,23,5.0
599,Mississippi,US-Flu\Flusight-baseline,0.27953478260869563,23,5.0
427,Kentucky,US-Flu\GT-FluFNP,0.44392608695652175,23,5.0
0,Alabama,US-Flu\CEID-Walk,0.41912857142857146,21,5.0
1108,Texas,US-Flu\PSI-DICE,0.5030260869565217,23,5.0
134,Colorado,US-Flu\LUcompUncertLab-VAR2,0.30979545454545454,22,5.0
827,North Carolina,US-Flu\GT-FluFNP,0.42957391304347825,23,5.0
244,Florida,US-Flu\UT_FluCast-Voltaire,0.28823043478260874,23,5.0
1288,Wisconsin,US-Flu\Flusight-baseline,0.27243478260869564,23,5.0
852,North Dakota,US-Flu\GT-FluFNP,0.7304782608695651,23,5.0
981,Puerto Rico,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.17309047619047618,21,5.0
1278,West Virginia,US-Flu\SGroup-SIkJalpha,0.2477565217391304,23,5.0
187,Delaware,US-Flu\LUcompUncertLab-VAR2_plusCOVID,0.3196227272727273,22,5.0
111,California,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.6288809523809524,21,5.0
1033,South Carolina,US-Flu\PSI-DICE,0.19129565217391303,23,5.0
1067,Tennessee,US-Flu\CEID-Walk,0.38671904761904763,21,5.0
877,Ohio,US-Flu\GT-FluFNP,0.3779173913043478,23,5.0
168,Connecticut,US-Flu\SGroup-SIkJalpha,0.34982173913043474,23,5.0
922,Oregon,US-Flu\CMU-TimeSeries,0.34693043478260865,23,5.0
1053,South Dakota,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.4451809523809524,21,5.0
206,District of Columbia,US-Flu\GT-FluFNP,0.1322086956521739,23,5.0
30,Alaska,US-Flu\GH-Flusight,0.26479523809523814,21,5.0
911,Oklahoma,US-Flu\MOBS-GLEAM_FLUH,0.408995,20,5.0
1191,Vermont,US-Flu\VTSanghani-ExogModel,0.30927058823529413,17,5.0
1123,United States,US-Flu\GT-FluFNP,0.18149565217391306,23,5.0
67,Arizona,US-Flu\SGroup-RandomForest,0.03966500000000002,20,5.0
802,New York,US-Flu\GT-FluFNP,0.3235173913043478,23,5.0
1000,Rhode Island,US-Flu\LUcompUncertLab-TEVA,0.3142857142857143,21,5.0
964,Pennsylvania,US-Flu\SGroup-SIkJalpha,0.24238260869565217,23,5.0
1245,Washington,US-Flu\LUcompUncertLab-VAR2K,0.4870523809523809,21,5.0
777,New Mexico,US-Flu\GT-FluFNP,0.3247260869565217,23,5.0
1194,Virgin Islands,US-Flu\CU-ensemble,0.9515391304347827,23,5.0
757,New Jersey,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.3883190476190476,21,5.0
1231,Virginia,US-Flu\UMass-trends_ensemble,0.21135,22,5.0
1162,Utah,US-Flu\SigSci-TSENS,0.09196521739130434,23,5.0
76,Arkansas,US-Flu\CMU-TimeSeries,0.32256956521739133,23,5.0
743,New Hampshire,US-Flu\UT_FluCast-Voltaire,0.30793478260869567,23,5.0
1332,Wyoming,US-Flu\UT_FluCast-Voltaire,0.17687391304347824,23,5.0
989,Puerto Rico,US-Flu\UT_FluCast-Voltaire,0.16775625,16,6.0
1222,Virginia,US-Flu\LUcompUncertLab-VAR2_plusCOVID,0.19596818181818182,22,6.0
993,Rhode Island,US-Flu\CMU-TimeSeries,0.2988434782608696,23,6.0
1026,South Carolina,US-Flu\LUcompUncertLab-VAR2,0.1503818181818182,22,6.0
586,Minnesota,US-Flu\MOBS-GLEAM_FLUH,0.5758650000000001,20,6.0
42,Alaska,US-Flu\SGroup-RandomForest,0.222675,20,6.0
117,California,US-Flu\SGroup-RandomForest,0.625985,20,6.0
1057,South Dakota,US-Flu\MOBS-GLEAM_FLUH,0.43965,20,6.0
514,Maryland,US-Flu\SGroup-SIkJalpha,0.2383391304347826,23,6.0
432,Kentucky,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.42233809523809523,21,6.0
1087,Tennessee,US-Flu\SigSci-TSENS,0.37844782608695654,23,6.0
1092,Texas,US-Flu\CEID-Walk,0.3972809523809524,21,6.0
486,Maine,US-Flu\MOBS-GLEAM_FLUH,0.272265,20,6.0
1126,United States,US-Flu\LUcompUncertLab-VAR2,0.07779090909090909,22,6.0
89,Arkansas,US-Flu\LosAlamos_NAU-CModel_Flu,0.3098,23,6.0
332,Illinois,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.24416190476190475,21,6.0
1193,Virgin Islands,US-Flu\CMU-TimeSeries,0.9224217391304347,23,6.0
1153,Utah,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.08800000000000001,21,6.0
456,Louisiana,US-Flu\LUcompUncertLab-VAR2K,0.10665238095238096,21,6.0
1168,Vermont,US-Flu\CMU-TimeSeries,0.2843869565217391,23,6.0
532,Massachusetts,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.24240952380952382,21,6.0
142,Colorado,US-Flu\SGroup-RandomForest,0.26793,20,6.0
71,Arizona,US-Flu\UMass-trends_ensemble,0.01065,22,6.0
642,Missouri,US-Flu\UMass-trends_ensemble,0.35961363636363636,22,6.0
3,Alabama,US-Flu\Flusight-baseline,0.3716086956521739,23,6.0
764,New Jersey,US-Flu\SGroup-SIkJalpha,0.3107913043478261,23,6.0
210,District of Columbia,US-Flu\LUcompUncertLab-VAR2K,0.10657619047619049,21,6.0
814,New York,US-Flu\SGroup-SIkJalpha,0.30984347826086955,23,6.0
657,Montana,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.12557619047619048,21,6.0
265,Georgia,US-Flu\SGroup-SIkJalpha,0.2253347826086957,23,6.0
367,Indiana,US-Flu\UMass-trends_ensemble,0.3004636363636364,22,6.0
1294,Wisconsin,US-Flu\LUcompUncertLab-VAR2,0.2613,22,6.0
840,North Carolina,US-Flu\SigSci-CREG,0.41662173913043477,23,6.0
564,Michigan,US-Flu\SGroup-SIkJalpha,0.14807826086956521,23,6.0
864,North Dakota,US-Flu\SGroup-SIkJalpha,0.7254304347826086,23,6.0
186,Delaware,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.25017619047619044,21,6.0
382,Iowa,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.4784857142857143,21,6.0
682,Nebraska,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.35801428571428573,21,6.0
1327,Wyoming,US-Flu\SGroup-RandomForest,0.17626999999999998,20,6.0
231,Florida,US-Flu\LUcompUncertLab-VAR2,0.2385818181818182,22,6.0
880,Ohio,US-Flu\LUcompUncertLab-VAR2,0.3255681818181818,22,6.0
1246,Washington,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.36504761904761907,21,6.0
897,Oklahoma,US-Flu\CMU-TimeSeries,0.3665086956521739,23,6.0
703,Nevada,US-Flu\IEM_Health-FluProject,0.21565217391304348,23,6.0
731,New Hampshire,US-Flu\LUcompUncertLab-VAR2K,0.29405238095238095,21,6.0
165,Connecticut,US-Flu\MOBS-GLEAM_FLUH,0.31964000000000004,20,6.0
598,Mississippi,US-Flu\CU-ensemble,0.2765521739130435,23,6.0
932,Oregon,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.3135190476190476,21,6.0
407,Kansas,US-Flu\LUcompUncertLab-VAR2K_plusCOVID,0.24465238095238093,21,6.0
294,Hawaii,US-Flu\UVAFluX-Ensemble,0.38230869565217385,23,6.0
967,Pennsylvania,US-Flu\UMass-trends_ensemble,0.2049409090909091,22,6.0
297,Idaho,US-Flu\CMU-TimeSeries,0.42407826086956524,23,6.0
1274,West Virginia,US-Flu\LosAlamos_NAU-CModel_Flu,0.2431086956521739,23,6.0
787,New Mexico,US-Flu\PSI-DICE,0.29957826086956524,23,6.0
1244,Washington,US-Flu\LUcompUncertLab-VAR2,0.3049636363636364,22,7.0
1209,Virgin Islands,US-Flu\VTSanghani-ExogModel,0.6985058823529412,17,7.0
1276,West Virginia,US-Flu\PSI-DICE,0.21073478260869563,23,7.0
